start,type,end
Venedik,HAS_ACTIVITY,Cristo Redentor Heykeli - Corcovado
Venedik,HAS_ACTIVITY,Harabeler Parkı - Rio
Venedik,HAS_ACTIVITY,Iguazú Şelaleleri Milli Parkı
Venedik,HAS_ACTIVITY,La Boca Semti
Venedik,HAS_ACTIVITY,Leblon Plajı
Venedik,HAS_ACTIVITY,Museu da Chácara do Céu
Venedik,HAS_ACTIVITY,Palermo
Foz do Iguaçu,HAS_HOTEL,Park Hyatt - Palacio Duhau Hotel
Venedik,HAS_ACTIVITY,Pepe Plajı
Buenos Aires,HAS_ACTIVITY,Plaza de Mayo - Buenos Aires
Venedik,HAS_ACTIVITY,Recoleta Mezarlığı
Foz do Iguaçu,HAS_RESTAURANT,Rio Restaurant Önerileri
Venedik,HAS_ACTIVITY,San Telmo Semti
Venedik,HAS_ACTIVITY,Santa Teresa Semti - Rio
Venedik,HAS_ACTIVITY,Sao Conrado Plajı
Venedik,HAS_ACTIVITY,Sugar Loaf Dağı
Venedik,HAS_ACTIVITY,Tigre Delta Tekne Gezisi
Venedik,HAS_ACTIVITY,Tijuca Ormanı ve Vista Chinesa
Dubai,HAS_ACTIVITY,Akşam Safari
Dubai,HAS_ACTIVITY,Akşam safari
Franschhoek,HAS_HOTEL,Babel Hotel
Franschhoek,HAS_HOTEL,Babylonstoren Hotel
Venedik,HAS_ACTIVITY,Boulders Beach Penguen Kolonisi
Venedik,HAS_ACTIVITY,Boulders Beach penguen kolonisi ziyareti
Venedik,HAS_ACTIVITY,Boulders Penguen Kolonisi
Venedik,HAS_ACTIVITY,Camps Bay ve Clifton Beach
Venedik,HAS_ACTIVITY,Cape Point & Ümit Burnu
Venedik,HAS_ACTIVITY,Cape Point gezisi
Cape Town,HAS_ACTIVITY,Cape Town & Masa Dağı Gezisi
Cape Town,HAS_ACTIVITY,Cape Town Graffiti Street Art Turu
Cape Town,HAS_ACTIVITY,Cape Town Şehir Gezisi
Cape Town,HAS_ACTIVITY,Cape Town şehir turu
Livingstone,HAS_ACTIVITY,David Livingstone Müzesi
Franschhoek,HAS_RESTAURANT,Delaire Graff
Franschhoek,HAS_HOTEL,Four Seasons Hotel The Westcliff
Franschhoek,HAS_ACTIVITY,Franschhoek Motor Müzesi
Stellenbosch,HAS_ACTIVITY,Franschhoek ve Stellenbosch şarap bağları gezisi
Franschhoek,HAS_ACTIVITY,Franschhoek Şarap Bağları
Franschhoek,HAS_ACTIVITY,Franschhoek Şarap Bağları ve Galeriler
Venedik,HAS_ACTIVITY,Güney Afrika Ulusal Müzesi (İziko)
Venedik,HAS_ACTIVITY,Güney Afrika'nın İlk Parfüm Müzesi
Venedik,HAS_ACTIVITY,Huguenot Anıt Müzesi
Venedik,HAS_ACTIVITY,Iziko Müzesi ziyareti
Johannesbourg,HAS_ACTIVITY,Johannesburg şehir turu
Kimberley,HAS_ACTIVITY,Kimberley Diamond Mine & Big Hole
Venedik,HAS_ACTIVITY,Kirstenbosch Ulusal Botanik Bahçesi
Venedik,HAS_ACTIVITY,La Motte Şarap Tadımı
Marataba,HAS_HOTEL,Marataba Safari Lodge
Venedik,HAS_ACTIVITY,Masa Dağı
Venedik,HAS_ACTIVITY,Matjiesfontein Köyü
Venedik,HAS_ACTIVITY,Mukuni Village Gezisi
Venedik,HAS_ACTIVITY,Planetarium
Livingstone,HAS_HOTEL,Royal Livingstone Victoria Falls Zambia Hotel by Anantara
Venedik,HAS_ACTIVITY,Sabah Safari
Venedik,HAS_ACTIVITY,Sabah ve akşam safarileri
Stellenbosch,HAS_ACTIVITY,Stellenbosch Şarap Evleri
Venedik,HAS_ACTIVITY,Sunset Safari Cruise
Franschhoek,HAS_RESTAURANT,The Lookout Cafe
Venedik,HAS_ACTIVITY,Two Oceans Aquarium
Venedik,HAS_ACTIVITY,Zeitz MOCAA ziyareti
Venedik,HAS_ACTIVITY,Zeitz Museum of Contemporary Art Africa
Venedik,HAS_ACTIVITY,Zeitz Çağdaş Sanatlar Müzesi
Frieze London 2023,HAS_HIGHLIGHT,Frieze London
Frieze London 2023,HAS_CITY,Londra
Frieze London 2023,HAS_HIGHLIGHT,Londra
Frieze London 2023,HAS_TRANSPORT,Londra içi transferler
Frieze London 2023,HAS_COUNTRY,İngiltere
Frieze London 2023,HAS_HIGHLIGHT,İngiltere
Frieze London 2023,HAS_TRANSPORT,İstanbul – Londra uçuşu (THY 1979)
GAUDI WEEKEND 2025,HAS_HIGHLIGHT,ARCHITECTURE
GAUDI WEEKEND 2025,HAS_CITY,BARCELONA
GAUDI WEEKEND 2025,HAS_HIGHLIGHT,CITY BREAK
GAUDI WEEKEND 2025,HAS_TRANSPORT,METRO
GAUDI WEEKEND 2025,HAS_COUNTRY,SPAIN
Istanbul,HAS_ACTIVITY,AYASOFYA CAMII
Venedik,HAS_ACTIVITY,BALLOON RIDE
GOREME,HAS_HOTEL,GOREME CAVE HOTEL
GOREME,HAS_ACTIVITY,GOREME OPEN AIR MUSEUM
GOREME,HAS_RESTAURANT,KONYALI RESTAURANT
GOREME,HAS_RESTAURANT,MEZE HOUSE
GOREME,HAS_HOTEL,SULTANAHMET INN
Venedik,HAS_ACTIVITY,SUNRISE VIEWPOINT
Venedik,HAS_ACTIVITY,TOPKAPI PALACE
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Aix-en-Provence
Gamze Çuhadaroglu PROVENCE 2022,HAS_HIGHLIGHT,Aix-en-Provence
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Arles
Gamze Çuhadaroglu PROVENCE 2022,HAS_HIGHLIGHT,Arles
Gamze Çuhadaroglu PROVENCE 2022,HAS_COUNTRY,Fransa
Gamze Çuhadaroglu PROVENCE 2022,HAS_HIGHLIGHT,Fransa
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Gordes
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Marsilya
Gamze Çuhadaroglu PROVENCE 2022,HAS_HIGHLIGHT,Marsilya
Gamze Çuhadaroglu PROVENCE 2022,HAS_HIGHLIGHT,Provence
Gamze Çuhadaroglu PROVENCE 2022,HAS_TRANSPORT,Provence içi transferler
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Roussillon
Gamze Çuhadaroglu PROVENCE 2022,HAS_TRANSPORT,İstanbul – Marsilya uçuşu (TK1367)
Amboise,HAS_ACTIVITY,Amboise Şatosu
Bruges,HAS_ACTIVITY,Brugge Gezisi
Venedik,HAS_ACTIVITY,Cheverny Şatosu
Blois,HAS_ACTIVITY,Château de Blois
Venedik,HAS_ACTIVITY,Château de Chambord
Venedik,HAS_ACTIVITY,Château de Chenonceau
Venedik,HAS_ACTIVITY,Clos de Lucé
Gent,HAS_ACTIVITY,Gent Gezisi
Gent,HAS_HOTEL,Hotel De Orangerie
Gent,HAS_HOTEL,Hotel Dukes' Palace
Gent,HAS_HOTEL,Hotel Heritage Relais Chateau
Gent,HAS_HOTEL,Hotel Van Cleef
Loira,HAS_ACTIVITY,Loire Vadisi Şarap Bağları
Biarritz,HAS_ACTIVITY,Biarritz Şehir Turu
Bilbao,HAS_ACTIVITY,Bilbao Şehir Turu
Getaria,HAS_ACTIVITY,Cristóbal Balenciaga Museoa - Getaria
Saint-Jean-de-Luz,HAS_ACTIVITY,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz
Getaria,HAS_RESTAURANT,Elkano Restoran - Getaria
Getaria,HAS_ACTIVITY,Gaztetape Plajı - Getaria
Getaria,HAS_ACTIVITY,Getaria Balıkçı Köyü
Bilbao,HAS_ACTIVITY,Guggenheim Müzesi - Bilbao
Bilbao,HAS_RESTAURANT,Guggenheim Müzesi Restoranı - Bilbao
Getaria,HAS_HOTEL,Hotel Villa Favorita
Getaria,HAS_HOTEL,Hotel Zenit Convento San Martín
LONDON,HAS_HOTEL,Hotel de Londres y de Inglaterra
Saint-Sébastien (Espagne),HAS_ACTIVITY,Igueldo Tepesi - San Sebastián
Saint-Sébastien (Espagne),HAS_ACTIVITY,Kursaal Oditoryumu - San Sebastián
Saint-Sébastien (Espagne),HAS_ACTIVITY,La Bretxa Food Market - San Sebastián
Saint-Sébastien (Espagne),HAS_ACTIVITY,La Concha Plajı - San Sebastián
Getaria,HAS_ACTIVITY,Malkorbe Plajı - Getaria
Saint-Sébastien (Espagne),HAS_ACTIVITY,Parte Vieja - San Sebastián
Saint-Jean-de-Luz,HAS_ACTIVITY,Place Louis XIV - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Quai de l’Infante - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Gambetta - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Mazarin - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Saint-Jean-de-Luz Plajları
Saint-Sébastien (Espagne),HAS_ACTIVITY,San Telmo Müzesi - San Sebastián
Saint-Jean-de-Luz,HAS_ACTIVITY,Sanat Galerileri - Saint-Jean-de-Luz
BARCELONA,HAS_HOTEL,Almanac Barcelona
BARCELONA,HAS_RESTAURANT,BarcelonaMilona
Venedik,HAS_ACTIVITY,Ciutadella Park
Girona,HAS_RESTAURANT,El Tribut
Gerona,HAS_ACTIVITY,Girona Gotik Katedrali
Venedik,HAS_ACTIVITY,Gotik Mahallesi
Venedik,HAS_ACTIVITY,La Rambla
Girona,HAS_RESTAURANT,Maná 75
Venedik,HAS_ACTIVITY,Park Güell
Venedik,HAS_ACTIVITY,Plaza Catalunya
Venedik,HAS_ACTIVITY,Plaza España
Girona,HAS_RESTAURANT,Restaurant Normal
Venedik,HAS_ACTIVITY,Sagrada Familia
Auckland,HAS_ACTIVITY,Auckland Şehir Gezisi
Venedik,HAS_ACTIVITY,Blue Mountains Gezisi
Venedik,HAS_ACTIVITY,Flinders Chase National Park
Wellington,HAS_HOTEL,Intercontinental Hotel Wellington
Gold Coast,HAS_HOTEL,JW Marriott Gold Coast Resort & Spa
Singapore,HAS_HOTEL,JW Marriott Hotel Singapore South Beach
Tekapo,HAS_HOTEL,Peppers Blue Water Resort Lake Tekapo
Rotorua,HAS_HOTEL,Pullman Rotorua
Queenstown,HAS_ACTIVITY,Queenstown Panoramik Gezisi
Venedik,HAS_ACTIVITY,Seal Bay Conservation Park
Sidney,HAS_HOTEL,Sydney Harbour Marriott Hotel at Circular Quay
Sidney,HAS_ACTIVITY,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi
Sidney,HAS_ACTIVITY,Sydney Opera Binası & Harbour Bridge
Venedik,HAS_ACTIVITY,Te Puia Maori Dansı ve Gayzerler
Gold Coast,HAS_HOTEL,The Rees Hotel & Luxury Apartments
Venedik,HAS_ACTIVITY,Weta Workshop
Arles,HAS_ACTIVITY,Arles Gezisi
Arles,HAS_ACTIVITY,Arles Luma Müzesi ziyareti
Arles,HAS_ACTIVITY,Arles şehir gezisi
Venedik,HAS_ACTIVITY,Chateau La Coste Art Tour
Gordes,HAS_RESTAURANT,Chateau d’Estoublon
Gordes,HAS_RESTAURANT,Château La Coste
Venedik,HAS_ACTIVITY,Château La Coste şarap evi ve bahçeleri ziyareti
Gordes,HAS_ACTIVITY,Gordes Gezisi
Rossiglione (regione),HAS_ACTIVITY,Gordes ve Roussillon köy gezileri
Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
L’Isle-sur-la-Sorgue,HAS_ACTIVITY,L’Isle-sur-la-Sorgue Gezisi
Venedik,HAS_ACTIVITY,Mirabeau Caddesi’nde gezinti
Venedik,HAS_ACTIVITY,Provence manzaraları ve şato ziyareti
Rossiglione (regione),HAS_ACTIVITY,Roussillon Gezisi
Rossiglione (regione),HAS_ACTIVITY,Roussillon ve Gordes gezisi
Provence,HAS_ACTIVITY,Saint-Rémy-de-Provence Gezisi
Venedik,HAS_ACTIVITY,Sanat atölyeleri ve butik mağazalar
Gordes,HAS_RESTAURANT,Tadao Ando Café Restaurant
Malaga,HAS_ACTIVITY,Alcazaba
Córdoba,HAS_ACTIVITY,Alcazar Kalesi - Córdoba
Sevilla,HAS_ACTIVITY,Alcázar - Sevilla
Sevilla,HAS_ACTIVITY,Altın Kule (Torre del Oro)
Venedik,HAS_ACTIVITY,Capilla Real
Venedik,HAS_ACTIVITY,Carmen de los Mártires Bahçesi
Venedik,HAS_ACTIVITY,Casa del Rey Moro
Venedik,HAS_ACTIVITY,Comendadoras de Santiago
Cordoba,HAS_ACTIVITY,Cordoba turu
Venedik,HAS_ACTIVITY,Dominicans of Santo Domingo
Venedik,HAS_ACTIVITY,El Alamillo Köprüsü
Venedik,HAS_ACTIVITY,El Tajo Kanyonu
Venedik,HAS_ACTIVITY,Elhamra Sarayı
Venedik,HAS_ACTIVITY,Elhamra Sarayı gezisi
Venedik,HAS_ACTIVITY,Fundación Rodriguez-Acosta Sanat Müzesi
Venedik,HAS_ACTIVITY,Generalife Bahçeleri
Venedik,HAS_ACTIVITY,Giralda Kulesi
Granada,HAS_ACTIVITY,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)"
Granada,HAS_ACTIVITY,Las Granadas Kapısı
Venedik,HAS_ACTIVITY,Maria Luisa Parkı
Córdoba,HAS_ACTIVITY,Mezquita Camii - Córdoba
Córdoba,HAS_ACTIVITY,Musevi Mahallesi - Córdoba
Venedik,HAS_ACTIVITY,Nasrid Sarayı
Venedik,HAS_ACTIVITY,Partal
Córdoba,HAS_ACTIVITY,Plaza Corredera - Córdoba
Ronda,HAS_ACTIVITY,Plaza de Toros - Ronda
Ronda,HAS_ACTIVITY,Puente Nuevo - Ronda
Venedik,HAS_ACTIVITY,Realejo Mahallesi
Ronda,HAS_ACTIVITY,Ronda Tarihi Sokakları
Ronda,HAS_ACTIVITY,Ronda gezisi
Sevilla,HAS_ACTIVITY,Sevilla Katedrali
Sevilla,HAS_ACTIVITY,Sevilla şehir turu
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_DATE_START,2025-12-07
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_DATE_END,2025-12-16
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_CITY,Cape Town
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_CITY,Franschhoek
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_COUNTRY,Güney Afrika
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_CITY,Kimberley
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_SEASON,Kış
GÜNEY AFRİKA TURU 07 – 16 ARALIK,HAS_CITY,Stellenbosch
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_DATE_END,2026-01-03
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_DATE_START,2026-01-25
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_CITY,Cape Town
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_CITY,Franschhoek
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_COUNTRY,Güney Afrika
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_SEASON,Kış
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_CITY,Livingstone
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_CITY,Serengeti
GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,HAS_COUNTRY,Zambiya
Güney Afrika 14-21 Kasım 2018,HAS_DATE_START,2018-11-14
Güney Afrika 14-21 Kasım 2018,HAS_DATE_END,2018-11-21
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Cape Town
Güney Afrika 14-21 Kasım 2018,HAS_HIGHLIGHT,Cape Town
Güney Afrika 14-21 Kasım 2018,HAS_COUNTRY,Güney Afrika
Güney Afrika 14-21 Kasım 2018,HAS_HIGHLIGHT,Güney Afrika
Güney Afrika 14-21 Kasım 2018,HAS_TRANSPORT,Güney Afrika içi transferler
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Johannesburg
Güney Afrika 14-21 Kasım 2018,HAS_HIGHLIGHT,Johannesburg
Güney Afrika 14-21 Kasım 2018,HAS_HIGHLIGHT,Safari
Güney Afrika 14-21 Kasım 2018,HAS_SEASON,Sonbahar
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Soweto
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Stellenbosch
Güney Afrika 14-21 Kasım 2018,HAS_TRANSPORT,İstanbul – Johannesburg uçuşu (TK42)
Güney Afrika 22-30 Ocak,HAS_DATE_START,2025-01-22
Güney Afrika 22-30 Ocak,HAS_DATE_END,2025-01-30
Güney Afrika 22-30 Ocak,HAS_CITY,Cape Town
Güney Afrika 22-30 Ocak,HAS_HIGHLIGHT,Cape Town
Güney Afrika 22-30 Ocak,HAS_COUNTRY,Güney Afrika
Güney Afrika 22-30 Ocak,HAS_HIGHLIGHT,Güney Afrika
Güney Afrika 22-30 Ocak,HAS_TRANSPORT,Güney Afrika içi araç kiralama ve transferler
Güney Afrika 22-30 Ocak,HAS_CITY,Johannesburg
Güney Afrika 22-30 Ocak,HAS_SEASON,Kış
Güney Afrika 22-30 Ocak,HAS_CITY,Marataba
Güney Afrika 22-30 Ocak,HAS_HIGHLIGHT,Safari
Güney Afrika 22-30 Ocak,HAS_CITY,Stellenbosch
Güney Afrika 22-30 Ocak,HAS_HIGHLIGHT,Stellenbosch
Güney Afrika 22-30 Ocak,HAS_TRANSPORT,İstanbul – Cape Town uçuşu (TK44)
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Cape Town
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,Cape Town
Güney Afrika Gezisi - Tanju Kaya,HAS_COUNTRY,Güney Afrika
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,Güney Afrika
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Johannesburg
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,Johannesburg
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları)
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Kruger
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,"Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)"
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,Sabi Sabi
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Sabi Sand
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,Safari
Güney Afrika Gezisi - Tanju Kaya,HAS_HIGHLIGHT,V&A Waterfront
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,"İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)"
Güney Afrika Gezisi - Tanju Kaya,HAS_TRANSPORT,Şehir içi ve lodge transferleri
Ha Long,HAS_ACTIVITY,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması
Ha Long,HAS_ACTIVITY,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı"
Vietnam,HAS_RESTAURANT,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı
Ho Chi Minh,HAS_ACTIVITY,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
Hanoi,HAS_ACTIVITY,Hanoi’de pedallı taksi (rikşov) gezisi
Venedik,HAS_ACTIVITY,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
Urla,HAS_ACTIVITY,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti"
Delta del Mekong (regione),HAS_RESTAURANT,Mekong Deltası – nehir kenarında restoran
Ho Chi Minh,HAS_HOTEL,"Otel (Ho Chi Minh, ismi belirtilmemiş)"
Siem Reap,HAS_HOTEL,"Otel (Siem Reap, ismi belirtilmemiş)"
Phnom Penh,HAS_ACTIVITY,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı"
Siem Reap,HAS_ACTIVITY,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası"
Hanoi,HAS_HOTEL,Sofitel Legend Metropole (Hanoi)
Ha Long,HAS_HOTEL,Violet Cruise (Ha Long Körfezi)
Ha Long,HAS_RESTAURANT,Yerel aile evi – çay ve taze meyve ikramı
Ho Chi Minh,HAS_RESTAURANT,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)"
Bangkok,HAS_ACTIVITY,Bangkok şehir turu ve alışveriş aktiviteleri
Ha Long,HAS_HOTEL,Bhaya Cruise (Lan Ha Bay / Ha Long)
Ha Long,HAS_ACTIVITY,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle"
Hanoi,HAS_RESTAURANT,May de Cuisine Restaurant (Hanoi)
Saigon,HAS_ACTIVITY,Saigon şehir turu
Venedik,HAS_ACTIVITY,Thien Canh Son Cave ziyareti
Venedik,HAS_ACTIVITY,Westlake bölgesi turu (vintage jeep ile)
Hahndorf,HAS_ACTIVITY,Alman Kasabası Hahndorf
Lima,HAS_ACTIVITY,Anayasa Limanı - Hobart
Gallipoli,HAS_ACTIVITY,Anzac-Atatürk Anıtı
Venedik,HAS_ACTIVITY,Ateş Böceği Mağarası
Barossa Valley,HAS_ACTIVITY,Barossa Valley Şarap Bağları
Brisbane,HAS_ACTIVITY,Brisbane Şehir Turu
Canberra,HAS_ACTIVITY,Canberra Şehir Turu
Venedik,HAS_ACTIVITY,Darling Harbour
Venedik,HAS_ACTIVITY,Fitzroy Gardens & Captain Cook’un Evi
Hobart,HAS_ACTIVITY,Franklin Meydanı - Hobart
Sidney,HAS_ACTIVITY,Hyde Park Barracks - Sydney
Melbourne,HAS_ACTIVITY,Melbourne Müzesi
Venedik,HAS_ACTIVITY,Mount Wellington
Venedik,HAS_ACTIVITY,Mrs Macquarie’s Chair
Adelaide,HAS_RESTAURANT,Nehir Kenarı Restoran - Adelaide
Melbourne,HAS_ACTIVITY,Parlamento ve Hazine Binası - Melbourne
Melbourne,HAS_ACTIVITY,Royal Exhibition Binası - Melbourne
Melbourne,HAS_ACTIVITY,Sanat Galerisi - Melbourne
Venedik,HAS_ACTIVITY,Sullivan’s Cove
Surfers Paradise,HAS_ACTIVITY,Surfers Paradise - Gold Coast
Sidney,HAS_ACTIVITY,Sydney Harbour Bridge
Sidney,HAS_ACTIVITY,Sydney Opera House
Hobart,HAS_HOTEL,"The Tasman, a Luxury Collection Hotel, Hobart"
Sidney,HAS_ACTIVITY,Ulusal Müze - Sydney
Adelaide,HAS_RESTAURANT,Yerel Lüks Restoran - Adelaide
Venedik,HAS_ACTIVITY,Arashiyama bölgesi ziyareti
Venedik,HAS_ACTIVITY,Ashinoko Gölü tekne turu
Venedik,HAS_ACTIVITY,Ashinoko Tekne Gezisi
Venedik,HAS_ACTIVITY,Benesse House
Venedik,HAS_HOTEL,Benesse House
Venedik,HAS_ACTIVITY,Chichu Sanat Müzesi
KYOTO,HAS_HOTEL,Garrya Nijo Castle Kyoto
Venedik,HAS_ACTIVITY,Geisha & Maiko Gösterisi
Venedik,HAS_ACTIVITY,Ginza
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi ziyareti
Hakone,HAS_ACTIVITY,Hakone Teleferiği
TOKYO,HAS_HOTEL,Hotel Tokyo Deluxe Double
Venedik,HAS_ACTIVITY,Kasuga Taisha
Venedik,HAS_ACTIVITY,Kinkaku-ji
Venedik,HAS_ACTIVITY,Kiyomizu Tapınağı
Venedik,HAS_ACTIVITY,Lee Ufan Müzesi
Venedik,HAS_ACTIVITY,Meiji Shrine
Hakone,HAS_HOTEL,Mitsui Garden Hotel
Venedik,HAS_ACTIVITY,Monkey Park Iwatayama
Venedik,HAS_ACTIVITY,Mori Sanat Müzesi ve Sky Deck ziyareti
Venedik,HAS_ACTIVITY,Nakamise Alışveriş Caddesi
Nara,HAS_ACTIVITY,Nara Park
Venedik,HAS_ACTIVITY,Omotesando
Osaka,HAS_ACTIVITY,Osaka Kalesi ziyareti
Venedik,HAS_ACTIVITY,Owakudani Vadisi
Venedik,HAS_ACTIVITY,Picasso Pavilion
Venedik,HAS_ACTIVITY,Picasso Pavilion sergisi
Venedik,HAS_ACTIVITY,Senso-ji Tapınağı
Venedik,HAS_ACTIVITY,Shinjuku Gyoen Park
Kobe,HAS_ACTIVITY,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi
Venedik,HAS_ACTIVITY,Takeshita Street
Venedik,HAS_ACTIVITY,TeamLab Borderless ziyareti
Venedik,HAS_ACTIVITY,TeamLab Planets
Venedik,HAS_ACTIVITY,Tenryu-ji Tapınağı
Teshima,HAS_ACTIVITY,Teshima Sanat Müzesi
Teshima,HAS_ACTIVITY,Teshima Yokoo Evi
Venedik,HAS_ACTIVITY,Todai-ji Tapınağı ziyareti
TOKYO,HAS_ACTIVITY,Tokyo şehir turu
Berchtesgaden,HAS_ACTIVITY,Adolf Hitler’in Kartal Yuvası
St Wolfgang,HAS_ACTIVITY,Atlı Kızak Turu (St Wolfgang)
Salisburgo,HAS_RESTAURANT,Cafe Sacher Salzburg
Venedik,HAS_ACTIVITY,Grassl Likör Fabrikası
Hallstatt,HAS_ACTIVITY,Hallstatt Gezisi
Hallstatt,HAS_HOTEL,Hotel Bristol
Hallstatt,HAS_HOTEL,Hotel Goldener Hirsch
Venedik,HAS_ACTIVITY,Mirabel Sarayı ve Bahçesi
Venedik,HAS_ACTIVITY,Mozart’ın Evi
Venedik,HAS_ACTIVITY,Noel Pazarları
Hallstatt,HAS_HOTEL,Radisson Blu Hotel Altstadt
Venedik,HAS_ACTIVITY,Residenzplatz & DomQuartier
Salisburgo,HAS_RESTAURANT,Restaurant Blaue Gans Salzburg Gasthaus
Venedik,HAS_ACTIVITY,Salzberg Dağı & Tuz Madeni Ziyareti
Berchtesgaden,HAS_ACTIVITY,Salzbergwerk Berchtesgaden
Salisburgo,HAS_ACTIVITY,Salzburg Kalesi
Venedik,HAS_ACTIVITY,Banteay Srei ve Banteay Samre tapınakları ziyareti
Venedik,HAS_ACTIVITY,Ben Thanh Market ziyareti
Venedik,HAS_ACTIVITY,Cu Chi Tünelleri gezisi
Halong,HAS_ACTIVITY,Halong Bay tekne turu
Hanoi,HAS_ACTIVITY,Hanoi şehir turu
Ho Chi Minh,HAS_ACTIVITY,Ho Chi Minh City şehir turu
Hoi An,HAS_ACTIVITY,Hoi An yürüyüş turu
Danang,HAS_HOTEL,Intercontinental Danang
Venedik,HAS_ACTIVITY,Ngoc Son Pagoda ziyareti
Halong,HAS_HOTEL,Paradise Luxury Halong
Saigon,HAS_HOTEL,Park Hyatt Saigon
Siem Reap,HAS_ACTIVITY,Siem Reap Angkor Wat ziyareti
Hanoi,HAS_HOTEL,Sofitel Legend Metropole Hanoi
Venedik,HAS_ACTIVITY,Ta Prohm Tapınağı ziyareti
Venedik,HAS_ACTIVITY,Temple of Literature ziyareti
Venedik,HAS_ACTIVITY,Tonle Sap Gölü yüzen köy ziyareti
Venedik,HAS_ACTIVITY,War Remnants Museum ziyareti
