id,label,name
805,Activity,Generalife Bahçeleri
806,Activity,Alcazaba
807,Activity,Partal
808,Activity,Nasrid Sarayı
809,Activity,Realejo Mahallesi
810,Activity,Comendadoras de Santiago
811,Activity,Dominicans of Santo Domingo
812,Activity,Fundación Rodriguez-Acosta Sanat Müzesi
813,Activity,Carmen de los Mártires Bahçesi
814,Activity,Capilla Real
815,Activity,Las Granadas Kapısı
816,Activity,Mezquita Camii - Córdoba
817,Activity,Alcazar Kalesi - Córdoba
818,Activity,Plaza Corredera - Córdoba
819,Activity,Musevi Mahallesi - Córdoba
820,Activity,Sevilla Katedrali
821,Activity,Giralda Kulesi
822,Activity,Alcázar - Sevilla
823,Activity,Altın Kule (Torre del Oro)
824,Activity,Maria Luisa Parkı
825,Activity,El Alamillo Köprüsü
826,Activity,Puente Nuevo - Ronda
827,Activity,El Tajo Kanyonu
828,Activity,Casa del Rey Moro
829,Activity,Ronda Tarihi Sokakları
830,Activity,Plaza de Toros - Ronda
831,City,Córdoba
832,City,Sevilla
833,City,Ronda
834,Trip,Avustralya Gezisi
835,DateStart,29 Kasım 2024
836,DateEnd,21 Aralık 2024
837,Highlight,Melbourne
838,Highlight,Tasmanya
839,Highlight,Opera House
840,Highlight,Gold Coast
841,Hotel,"The Tasman, a Luxury Collection Hotel, Hobart"
842,Restaurant,Nehir Kenarı Restoran - Adelaide
843,Restaurant,Yerel Lüks Restoran - Adelaide
844,Activity,Royal Exhibition Binası - Melbourne
845,Activity,Sanat Galerisi - Melbourne
846,Activity,Parlamento ve Hazine Binası - Melbourne
847,Activity,Fitzroy Gardens & Captain Cook’un Evi
848,Activity,Melbourne Müzesi
849,Activity,Franklin Meydanı - Hobart
850,Activity,Sullivan’s Cove
851,Activity,Anayasa Limanı - Hobart
852,Activity,Mount Wellington
853,Activity,Alman Kasabası Hahndorf
854,Activity,Barossa Valley Şarap Bağları
855,Activity,Brisbane Şehir Turu
856,Activity,Ateş Böceği Mağarası
857,Activity,Surfers Paradise - Gold Coast
858,Activity,Hyde Park Barracks - Sydney
859,Activity,Anzac-Atatürk Anıtı
860,Activity,Sydney Harbour Bridge
861,Activity,Darling Harbour
862,Activity,Ulusal Müze - Sydney
863,Activity,Sydney Opera House
864,Activity,Canberra Şehir Turu
865,City,Ballarat
866,City,Hobart
867,City,Adelaide
868,City,Hahndorf
869,City,Barossa Valley
870,City,Brisbane
871,City,Surfers Paradise
872,City,Canberra
873,Trip,Barselona Gezisi
874,DateStart,30 Mart 2025
875,DateEnd,04 Nisan 2025
876,Highlight,Barselona
877,Highlight,Gaudi
878,Highlight,Sagrada Familia
879,Highlight,Park Güell
880,Highlight,Girona
881,City,Barselona
882,Hotel,Almanac Barcelona
883,Restaurant,Maná 75
884,Restaurant,El Tribut
885,Restaurant,BarcelonaMilona
886,Restaurant,Restaurant Normal
887,Activity,La Rambla
888,Activity,Sagrada Familia
889,Activity,Ciutadella Park
890,Activity,Plaza España
891,Activity,Girona Gotik Katedrali
892,City,Girona
893,Trip,Puglia Gezisi
894,DateStart,31 Mart 2025
895,Highlight,Puglia
896,Highlight,Lecce
897,Highlight,Alberobello
898,Highlight,Matera
899,Highlight,Napoli
900,Highlight,Pompei
901,Highlight,Trulli
902,Restaurant,Ristorante Blunotte
903,Restaurant,Ristorante La Cantina
904,Restaurant,Pizzeria Casa Pinto
905,Activity,Santa Croce Bazilikası - Lecce
906,Activity,San Giuseppe Kilisesi - Lecce
907,Activity,Palazzo dei Celestini - Lecce
908,Activity,Sant’Oronzo Meydanı - Lecce
909,Activity,Roma Amfi Tiyatrosu - Lecce
910,Activity,Trulli Evleri - Alberobello
911,Activity,Locorotondo Şehir Gezisi
912,Activity,Monopoli Tarihi Merkezi
913,Activity,Polignano a Mare
914,Activity,Domenico Modugno Heykeli - Polignano a Mare
915,Activity,Matera Kaya Evleri
916,Activity,Matera Kiliseleri ve Mağaraları
917,Activity,Napoli Tarihi Merkezi
918,Activity,Vezüv Yanardağı
919,Activity,Pompei Antik Kenti
920,City,Locorotondo
921,Trip,Alegra Benardete ile Sicilya’da Nefes
922,DateStart,27 Ekim 2025
923,DateEnd,31 Ekim 2025
924,Highlight,Siracusa
925,Highlight,Noto
926,Highlight,Arkeoloji
927,Highlight,Barok
928,City,Siracusa
929,Hotel,Casa Di Melo Otel
930,Activity,Ortigia Roma Amfi Tiyatrosu
931,Activity,Duomo Meydanı - Ortigia
932,Activity,Fonte Arethusa
933,Activity,Maniace Kalesi
934,Activity,Arşimed Meydanı
935,Activity,Corso Vittorio Emanuele - Noto
936,Activity,Chiesa di San Francesco - Noto
937,Activity,Duomo - Noto
938,Activity,Palazzo Ducezio - Noto
939,Activity,Palazzo Nicolaci - Noto
940,Activity,Chiesa di San Carlo - Noto
941,Activity,MAT Museum - Noto
942,Activity,Siracusa Arkeoloji Parkı
943,Activity,Latomie - Siracusa
944,Activity,Yunan Tiyatrosu - Siracusa
945,Activity,Roma Amfi Tiyatrosu - Siracusa
946,Activity,Taormina Gezisi
947,City,Ortigia
948,City,Noto
949,Trip,Arjantin Gezisi
950,DateStart,2022
951,Highlight,Arjantin
952,Highlight,Buenos Aires
953,Highlight,Ushuaia
954,Highlight,Puerto Madryn
955,Highlight,Tango
956,Highlight,Doğa
957,Highlight,Balina
958,Restaurant,Tango House
959,Activity,Tango Gösterisi - Buenos Aires
960,Activity,Tierra del Fuego Milli Parkı - Ushuaia
961,Activity,Beagle Kanalı - Ushuaia
962,Activity,Peninsula Valdes - Puerto Madryn
963,City,Ushuaia
964,City,Puerto Madryn
965,Trip,Bangkok & Hong Kong Gezisi
966,DateStart,24 Şubat 2019
967,DateEnd,03 Mart 2019
968,Highlight,Bangkok
969,Highlight,Hong Kong
970,Highlight,Macau
971,Highlight,Tayland
972,Highlight,Çin
973,Highlight,Casinolar
974,Hotel,Lebua at State Tower Hotel
975,Restaurant,Err Restaurant
976,Restaurant,Sala Rattanakosin Restaurant
977,Restaurant,Eat Me Restaurant
978,Activity,Grand Palace & Wat Phra Kaew - Bangkok
979,Activity,Wat Pho Tapınağı - Bangkok
980,Activity,Wat Arun Tapınakları - Bangkok
981,Activity,Royal Barge Ulusal Müzesi - Bangkok
982,Activity,Wang Lang Market - Bangkok
983,Activity,Pak Khlong Talat Çiçek Pazarı - Bangkok
984,Activity,Çiçek Kültürü Müzesi - Bangkok
985,Activity,Wat Suthat Tapınağı - Bangkok
986,Activity,Aziz Paulo Katedrali Harabesi - Macau
987,Activity,Macau Müzesi
988,Activity,Macau Kulesi
989,Activity,Monte Hisarı
990,Activity,A-Ma Tapınağı
991,Activity,Senado Meydanı
992,Activity,Sun Yat Sen’in Müze Evi
993,Activity,Macau Şarap Müzesi
994,Activity,Macau Casinoları
995,Activity,Wong Tai Sin Tapınağı - Hong Kong
996,Activity,Lam Tsuen Dilek Ağacı - Hong Kong
997,Activity,Tai Po Old Market - Hong Kong
998,Activity,Hong Kong Miras Müzesi
999,Activity,Lantau Adası Turu
1000,Activity,Kowloon Turu
1001,City,Macau
1002,City,Hong Kong
1003,Country,Çin
1004,Trip,Bhutan & Nepal Gezisi
1005,DateStart,2023
1006,Highlight,Nepal
1007,Highlight,Bhutan
1008,Highlight,Katmandu
1009,Highlight,Paro
1010,Highlight,Punakha
1011,Highlight,Tiger’s Nest
1012,Highlight,Punakha Dzong
1013,Highlight,Budizm
1014,Country,Nepal
1015,City,Katmandu
1016,Activity,Pashupatinath Tapınağı - Katmandu
1017,Activity,Bhaktapur - Katmandu
1018,Activity,Taktsang (Tiger’s Nest) Manastırı - Paro
1019,Activity,Punakha Dzong - Punakha
1020,Activity,Thimphu Şehir Turu
1021,City,Paro
1022,City,Punakha
1023,City,Thimphu
1024,City,Bhaktapur
1025,Country,Bhutan
1026,Trip,Bilbao & San Sebastián Gezisi
1027,Highlight,Bilbao
1028,Highlight,San Sebastián
1029,Highlight,Biarritz
1030,Highlight,Saint-Jean-de-Luz
1031,Highlight,Fransa
1032,Highlight,Guggenheim
1033,Hotel,Hotel Du Palais Biarritz
1034,Restaurant,Hotel Du Palais Biarritz - Le Sunset
1035,Activity,Guggenheim Müzesi - Bilbao
1036,Activity,San Sebastián Şehir Gezisi
1037,Activity,La Concha Plajı
1038,Activity,Zurriola Plajı
1039,Activity,San Telmo Müzesi - San Sebastián
1040,Activity,Monte Urgull - San Sebastián
1041,Activity,Monte Igueldo - San Sebastián
1042,Activity,Victoria Eugenia Tiyatrosu - San Sebastián
1043,Activity,Miramar Sarayı - San Sebastián
1044,Activity,Hondarribia Eski Şehir ve Surlar
1045,Activity,Rue Gambetta - Saint-Jean-de-Luz
1046,Activity,Place Louis XIV - Saint-Jean-de-Luz
1047,Activity,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz
1048,Activity,Biarritz Grande Plage
1049,Activity,Casino Municipal - Biarritz
1050,Activity,Chapelle Impériale - Biarritz
1051,Activity,Musée Asiatica - Biarritz
1052,City,San Sebastián
1053,City,Hondarribia
1054,City,Saint-Jean-de-Luz
1055,Trip,Brezilya & Arjantin Gezisi
1056,DateStart,06 Nisan 2024
1057,DateEnd,14 Nisan 2024
1058,Highlight,Brezilya
1059,Highlight,Rio de Janeiro
1060,Highlight,Iguazú Şelaleleri
1061,Highlight,Cristo Redentor
1062,Hotel,Park Hyatt - Palacio Duhau Hotel
1063,Restaurant,Rio Restaurant Önerileri
1064,Restaurant,Buenos Aires Restaurant Önerileri
1065,Activity,Cristo Redentor Heykeli - Corcovado
1066,Activity,Santa Teresa Semti - Rio
1067,Activity,Museu da Chácara do Céu
1068,Activity,Harabeler Parkı - Rio
1069,Activity,Sugar Loaf Dağı
1070,Activity,Tijuca Ormanı ve Vista Chinesa
1071,Activity,Pepe Plajı
1072,Activity,Sao Conrado Plajı
1073,Activity,Leblon Plajı
1074,Activity,Iguazú Şelaleleri Milli Parkı
1075,Activity,Plaza de Mayo - Buenos Aires
1076,Activity,San Telmo Semti
1077,Activity,La Boca Semti
1078,Activity,Palermo
1079,Activity,Tigre Delta Tekne Gezisi
1080,City,Foz do Iguaçu
1081,Trip,Burgonya Gezisi
1082,DateStart,20 Nisan 2023
1083,DateEnd,23 Nisan 2023
1084,Highlight,Burgonya
1085,Highlight,Beaune
1086,Highlight,Dijon
1087,Highlight,Nuits-Saint-Georges
1088,Highlight,Vézelay
1089,Highlight,Cluny
1090,City,Beaune
1091,Restaurant,Auberge de la Madone - Fleurie
1092,Activity,Hospices de Beaune (Hôtel-Dieu)
1093,Activity,Saint-Martin de l’Aigue Kilisesi
1094,Activity,Saint-Baudèle Kilisesi
1095,Activity,Saint-Flocel Kilisesi
1096,Activity,Notre-Dame Kilisesi - Beaune
1097,Activity,Sainte-Madeleine Kilisesi
1098,Activity,Musée du Vin de Bourgogne
1099,Activity,Musée des Beaux-Arts - Beaune
1100,Activity,Palais des ducs de Bourgogne - Dijon
1101,Activity,Musée des Beaux-Arts - Dijon
1102,Activity,Saint-Michel Kilisesi - Dijon
1103,Activity,Saint-Philibert Kilisesi - Dijon
1104,Activity,Notre-Dame Kilisesi - Dijon
1105,Activity,Saint-Bénigne Katedrali - Dijon
1106,Activity,Rue de la Liberté - Dijon
1107,Activity,Beffroi Meydanı - Nuits-Saint-Georges
1108,Activity,Église Saint-Symphorien - Nuits-Saint-Georges
1109,Activity,Domaine Rion Armelle et Bernard - Şarap Tadımı
1110,Activity,Abbaye Sainte-Marie-Madeleine - Vézelay
1111,Activity,Colline Éternelle - Vézelay Şarap Tadımı
1112,Activity,Benedictine Manastırı - Cluny
1113,Activity,Musée d’Art et d’Archéologie - Cluny
1114,Activity,Tour de Fromages - Cluny
1115,Activity,Hôtel-Dieu - Cluny
1116,Activity,Beaujolais Şarap Bağları - Fleurie
1117,City,Dijon
1118,City,Nuits-Saint-Georges
1119,City,Vézelay
1120,City,Cluny
1121,City,Fleurie
1122,Trip,San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir)
1123,Highlight,Getaria
1124,Highlight,Balenciaga
1125,Hotel,Hotel de Londres y de Inglaterra
1126,Hotel,Hotel Villa Favorita
1127,Hotel,Hotel Zenit Convento San Martín
1128,Restaurant,Elkano Restoran - Getaria
1129,Restaurant,Guggenheim Müzesi Restoranı - Bilbao
1130,Activity,Parte Vieja - San Sebastián
1131,Activity,Kursaal Oditoryumu - San Sebastián
1132,Activity,Igueldo Tepesi - San Sebastián
1133,Activity,La Bretxa Food Market - San Sebastián
1134,Activity,La Concha Plajı - San Sebastián
1135,Activity,Getaria Balıkçı Köyü
1136,Activity,Gaztetape Plajı - Getaria
1137,Activity,Malkorbe Plajı - Getaria
1138,Activity,Cristóbal Balenciaga Museoa - Getaria
1139,Activity,Saint-Jean-de-Luz Plajları
1140,Activity,Rue Mazarin - Saint-Jean-de-Luz
1141,Activity,Quai de l’Infante - Saint-Jean-de-Luz
1142,Activity,Sanat Galerileri - Saint-Jean-de-Luz
1143,Activity,Biarritz Şehir Turu
1144,Activity,Bilbao Şehir Turu
1145,City,Getaria
1146,Trip,Cape Town Gezisi
1147,DateStart,21 Ocak 2019
1148,DateEnd,28 Ocak 2019
1149,Highlight,Cape Town
1150,Highlight,Güney Afrika
1151,Highlight,Masa Dağı
1152,Highlight,Cape Point
1153,Highlight,Penguenler
1154,Highlight,Stellenbosch
1155,Highlight,Franschhoek
1156,Hotel,One&Only Cape Town
1157,Restaurant,Nobu - One&Only Cape Town
1158,Restaurant,Aubergine Restaurant
1159,Restaurant,Buitenverwachting Restaurant
1160,Restaurant,Harbour House Restaurant - Kalk Bay
1161,Restaurant,Delaire Graff Indochine Restaurant
1162,Activity,Masa Dağı (Table Mountain)
1163,Activity,V&A Waterfront
1164,Activity,Ümit Burnu Kalesi
1165,Activity,Cape Town Belediye Binası
1166,Activity,Bo-Kaap Mahallesi
1167,Activity,Cape Point
1168,Activity,Chapman’s Peak Drive
1169,Activity,Hout Bay & Seal Island
1170,Activity,Boulders Beach - Penguenler
1171,Activity,Camps Bay Plajı
1172,Activity,Stellenbosch Vadisi Şarap Bağları
1173,Activity,Franschhoek
1174,Activity,Iziko Güney Afrika Müzesi ve Planetaryum
1175,Trip,Lapland Rovaniemi Gezisi
1176,Highlight,Lapland
1177,Highlight,Rovaniemi
1178,Highlight,Finlandiya
1179,Highlight,Kuzey Işıkları
1180,Highlight,Santa Claus Village
1181,Highlight,Aurora
1182,Highlight,Husky Safari
1183,Highlight,Igloo
1184,Country,Finlandiya
1185,City,Rovaniemi
1186,Hotel,Arctic TreeHouse Hotel
1187,Hotel,Santa’s Igloos Arctic Circle
1188,Restaurant,Rakas Restaurant & Bar
1189,Restaurant,MonteRosa Restaurant
1190,Restaurant,Gustav Kitchen & Bar
1191,Restaurant,Glass Restaurant - Santa Claus Village
1192,Restaurant,Arctic Restaurant
1193,Restaurant,Ice Restaurant
1194,Restaurant,Kota Restaurant
1195,Activity,Husky Safari
1196,Activity,Snowmobile Safari
1197,Activity,Reindeer Safari
1198,Activity,Aurora Borealis Macerası
1199,Activity,Santa Claus Village Gezisi
1200,Activity,Kar Bisikleti Turu
1201,Activity,Kar Ayakkabısı Yürüyüşü
1202,Activity,Kicksled Deneyimi
1203,Activity,Kızaklı Sandalye
1204,Activity,Cam Igloo Deneyimi
1205,Trip,Kenya & Rwanda Safari Gezisi
1206,DateStart,08 Ağustos 2024
1207,DateEnd,17 Ağustos 2024
1208,Highlight,Kenya
1209,Highlight,Ruanda
1210,Highlight,Masai Mara
1211,Highlight,Goril Trekking
1212,Highlight,Safari
1213,Highlight,Kigali
1214,Country,Kenya
1215,City,Nairobi
1216,Hotel,Four Points by Sheraton JKIA
1217,Hotel,Sanctuary Olonana
1218,Hotel,Bisate Lodge
1219,Activity,Masai Mara Safari
1220,Activity,Game Drives - Masai Mara
1221,Activity,Volcanoes National Park Gorilla Trekking
1222,Activity,Kigali Şehir Turu
1223,City,Masai Mara
1224,City,Kigali
1225,City,Volcanoes National Park
1226,Country,Ruanda
1227,Trip,Lizbon Seyahat Programı - SAHA
1228,DateStart,09 Kasım 2022
1229,DateEnd,13 Kasım 2022
1230,Highlight,Lizbon
1231,Highlight,SAHA
1232,Highlight,Sanat Programı
1233,City,Lizbon
1234,Hotel,"Bairro Alto Hotel, Praça Luís de Camões, 2 1200"
1235,Activity,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759)
1236,Activity,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman"
1237,Trip,Sicilya & Malta Gezisi
1238,DateStart,05 Nisan 2024
1239,DateEnd,12 Nisan 2024
1240,Highlight,Malta
1241,Highlight,Valletta
1242,Highlight,Gastronomi
1243,Hotel,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace
1244,Restaurant,Osteria Rosso Divino (Taormina)
1245,Restaurant,Regina Lucia Ristorante (Siracusa)
1246,Activity,İstanbul – Katanya uçuşu TK 1395
1247,Activity,Taormina şehir turu
1248,Activity,Savoca köyü gezisi
1249,Activity,Etna Yanardağı gezisi
1250,Activity,Siracusa ve Noto ziyaretleri
1251,Activity,Modica ve Ragusa turları
1252,Activity,Valletta şehir turu
1253,Activity,"Senglea, Vittoriosa ve Cospicua üçlü gezisi"
1254,Activity,Mdina şehir turu
1255,City,Etna
1256,City,Modica
1257,City,Valletta
1258,City,Senglea
1259,City,Vittoriosa
1260,City,Cospicua
1261,City,Mdina
1262,Country,Malta
1263,Trip,Vietnam & Kamboçya Gezisi
1264,DateStart,02 Mayıs 2017
1265,DateEnd,06 Mayıs 2017
1266,Highlight,Vietnam
1267,Highlight,Kamboçya
1268,Highlight,Hanoi
1269,Highlight,Ha Long Körfezi
1270,Highlight,Ho Chi Minh
1271,Highlight,Mekong Deltası
1272,Highlight,Angkor
1273,Highlight,Phnom Penh
1274,Highlight,Kültür
1275,Highlight,Cruise
1276,Country,Vietnam
1277,City,Hanoi
1278,Hotel,Sofitel Legend Metropole (Hanoi)
1279,Hotel,Violet Cruise (Ha Long Körfezi)
1280,Hotel,"Otel (Ho Chi Minh, ismi belirtilmemiş)"
1281,Hotel,"Otel (Siem Reap, ismi belirtilmemiş)"
1282,Restaurant,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)"
1283,Restaurant,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı
1284,Restaurant,Mekong Deltası – nehir kenarında restoran
1285,Restaurant,Yerel aile evi – çay ve taze meyve ikramı
1286,Activity,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
1287,Activity,Hanoi’de pedallı taksi (rikşov) gezisi
1288,Activity,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması
1289,Activity,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı"
1290,Activity,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
1291,Activity,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti"
1292,Activity,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası"
1293,Activity,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı"
1294,City,Ha Long
1295,City,Ho Chi Minh (Saygon)
1296,City,Mekong Deltası
1297,City,Siem Reap
1298,City,Phnom Penh
1299,Country,Kamboçya
1300,Trip,Kenya Safari Gezisi - Şule Zorlu
1301,DateStart,12 Aralık 2023
1302,DateEnd,19 Aralık 2023
1303,Highlight,Nairobi
1304,Highlight,Giraffe Manor
1305,Highlight,Game Drive
1306,Hotel,Giraffe Manor
1307,Hotel,Sala’s Camp
1308,Hotel,The Retreat (günübirlik kullanım)
1309,Restaurant,"The Retreat (kahvaltı, öğle yemeği)"
1310,Restaurant,Giraffe Manor (kahvaltı & ikindi çayı)
1311,Activity,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı
1312,Activity,Masai Mara’da safari ve game drive aktiviteleri
1313,Activity,Sala’s Camp konaklamasında vahşi yaşam deneyimleri
1314,Activity,Sanctuary Olonana’da doğa aktiviteleri ve safari
1315,Trip,"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi"
1316,DateStart,02 Mayıs 2022
1317,DateEnd,07 Mayıs 2022
1318,Highlight,Bologna
1319,Highlight,Forte dei Marmi
1320,Highlight,Ferrari
1321,Highlight,Lamborghini
1322,Activity,Ferrari Müzesi ziyareti ve test sürüşü
1323,Activity,Balsamik sirke tadımı ve üretici ziyareti
1324,Activity,Parmesan peyniri tadımı
1325,Activity,Lamborghini Müzesi gezisi
1326,Activity,Floransa şehir turu (Piazza Della Signoria ve diğer yapılar)
1327,Activity,Toskana’da şarap bağları ve bölgesel geziler
1328,Activity,Forte dei Marmi sahil tatili
1329,City,Toskana
1330,City,Forte dei Marmi
1331,Trip,"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi"
1332,DateStart,29 Nisan 2022
1333,DateEnd,04 Mayıs 2022
1334,Highlight,Çekya
1335,Highlight,Prag
1336,Highlight,Karlovy Vary
1337,Highlight,Cesky Krumlov
1338,Highlight,Kampa Park
1339,Country,Çekya
1340,City,Prag
1341,Restaurant,"Kampa Park Restaurant (Na Kampě 8b, Prag)"
1342,Activity,"Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol"
1343,Activity,Karlovy Vary gezisi
1344,Activity,Cesky Krumlov şehir turu
1345,City,Karlovy Vary
1346,City,Cesky Krumlov
1347,Trip,Endülüs Gezisi - Berrin Zorlu
1348,DateStart,05 Ekim 2022
1349,DateEnd,09 Ekim 2022
1350,Highlight,Cordoba
1351,Highlight,Elhamra Sarayı
1352,City,Malaga
1353,Activity,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)"
1354,Activity,Elhamra Sarayı gezisi
1355,Activity,Cordoba turu
1356,Activity,Ronda gezisi
1357,Activity,Sevilla şehir turu
1358,City,Cordoba
1359,Trip,Ürdün Gezisi - Berrin Zorlu
1360,DateStart,03 Ekim 2023
1361,DateEnd,07 Ekim 2023
1362,Highlight,Ürdün
1363,Highlight,Amman
1364,Highlight,Petra
1365,Highlight,Wadi Rum
1366,Highlight,Dead Sea
1367,Highlight,Mount Nebo
1368,Highlight,Madaba
1369,Country,Ürdün
1370,City,Amman
1371,Activity,Amman şehir turu
1372,Activity,Mount Nebo ve Madaba ziyareti
1373,Activity,Petra Antik Kenti gezisi
1374,Activity,Wadi Rum çöl safarisi
1375,Activity,Dead Sea’de konaklama ve dinlenme
1376,City,Mount Nebo
1377,City,Madaba
1378,City,Petra
1379,City,Wadi Rum
1380,City,Dead Sea
1381,Trip,BAE Gezisi - Fuat Pamukçu
1382,DateStart,21 Aralık 2024
1383,DateEnd,02 Ocak 2025
1384,Highlight,Abu Dhabi
1385,Highlight,Ras Al Khaimah
1386,Highlight,Ferrari World
1387,Highlight,Çöl Safarisi
1388,Highlight,Yılbaşı
1389,City,Abu Dhabi
1390,Hotel,"The St. Regis Saadiyat Island Resort, Abu Dhabi"
1391,Hotel,The Ritz Carlton Ras Al Khaimah
1392,Hotel,"Address Dubai Mall, Dubai"
1393,Restaurant,Hakkasan Abu Dhabi
1394,Restaurant,Ula Beach RAK
1395,Restaurant,The Guild Dubai
1396,Restaurant,WHITE Beach Dubai
1397,Restaurant,Estiatorio Milos Dubai
1398,Restaurant,The MAINE Oyster Bar & Grill JBR
1399,Restaurant,La Cantine Beach
1400,Restaurant,The Restaurant at Address Dubai Mall
1401,Activity,Sunset Electric Dragon Boat Experience - Jubail Mangrove Park
1402,Activity,Ferrari World Abu Dhabi – Driving Experience
1403,Activity,"Louvre Museum, Abu Dhabi"
1404,Activity,Çöl Safarisi
1405,Activity,Çölde Akşam Yemeği
1406,Activity,Dubai Autodrome Circuit
1407,Activity,New Year's Eve Celebration - The Restaurant at Address Dubai Mall
1408,City,Ras Al Khaimah
1409,Trip,Peru Gezisi - Seda Soğancıoğlu
1410,DateStart,10 Nisan 2022
1411,DateEnd,17 Nisan 2022
1412,Highlight,Peru
1413,Highlight,Lima
1414,Highlight,Cusco
1415,Highlight,Sacred Valley
1416,Highlight,Machu Picchu
1417,Highlight,Belmond
1418,Country,Peru
1419,City,Lima
1420,Hotel,Belmond Miraflores Park (Lima)
1421,Activity,Lima şehir turu (Plaza Mayor ve tarihi merkez)
1422,Activity,Cusco turu
1423,Activity,Sacred Valley gezisi
1424,Activity,Machu Picchu ziyareti
1425,City,Cusco
1426,City,Sacred Valley
1427,City,Machu Picchu
1428,Trip,USA Gezisi - Selen Zorlu
1429,DateStart,16 Nisan 2023
1430,DateEnd,21 Nisan 2023
1431,Highlight,ABD
1432,Highlight,New York
1433,Highlight,Central Park
1434,Country,Amerika Birleşik Devletleri
1435,City,New York
1436,Activity,Central Park ziyareti
1437,Activity,New York şehir turu (müze ve meydanlar)
1438,Activity,Kültürel ve alışveriş aktiviteleri
1439,Trip,Hindistan Gezisi - Berrin Zorlu
1440,DateStart,08 Ocak 2024
1441,DateEnd,16 Ocak 2024
1442,Highlight,Ganj Nehri
1443,Highlight,Aarti töreni
1444,Activity,Varanasi’de Ganj Nehri kıyısında Aarti töreni
1445,Activity,Jaipur şehir turu
1446,Activity,Udaipur göl gezileri ve saray ziyareti
1447,Activity,Delhi şehir turu
1448,Trip,Mısır Gezisi - Hakan Ateş
1449,DateStart,28 Temmuz 2023
1450,DateEnd,31 Temmuz 2023
1451,Highlight,Giza Piramitleri
1452,Highlight,Nil Nehri
1453,Activity,"Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)"
1454,Activity,Sfenks ziyareti
1455,Activity,Kahire şehir gezisi
1456,Trip,Provence Gezisi - Olgun Zorlu
1457,DateEnd,05 Mayıs 2022
1458,Highlight,Provence
1459,Highlight,Marsilya
1460,Highlight,Gordes
1461,Highlight,Roussillon
1462,City,Marsilya
1463,Activity,Gordes ve Roussillon köy gezileri
1464,Activity,Sanat atölyeleri ve butik mağazalar
1465,Activity,Provence manzaraları ve şato ziyareti
1466,Trip,Toskana Gezisi - Selen Zorlu
1467,DateStart,20 Nisan 2019
1468,DateEnd,23 Nisan 2019
1469,Highlight,Chianti
1470,Highlight,San Casciano Val di Pesa
1471,Activity,San Casciano Val di Pesa kasabası ziyareti
1472,Activity,Floransa çevresinde geziler
1473,Activity,Chianti bölgesinde üzüm bağları ve köyler
1474,City,San Casciano Val di Pesa
1475,Trip,Güney Afrika Gezisi - Tanju Kaya
1476,DateStart,15 Ağustos 2018
1477,DateEnd,22 Ağustos 2018
1478,Highlight,Johannesburg
1479,Highlight,Sabi Sabi
1480,Highlight,V&A Waterfront
1481,City,Johannesburg
1482,Hotel,Sabi Sabi Little Bush Camp
1483,Hotel,The Table Bay
1484,Activity,Sabi Sabi’de sabah ve akşam safari turları
1485,Activity,Cape Town V&A Waterfront gezisi
1486,Activity,Cape Town şehir turu ve çevre gezileri
1487,City,Sabi Sand
1488,City,Kruger
1489,Trip,Tayland & Vietnam Gezisi
1490,Highlight,Chiang Rai
1491,Highlight,Danang
1492,Highlight,Saigon
1493,Highlight,Mandarin Oriental
1494,Highlight,Anantara Golden Triangle
1495,Highlight,Tra Que Village
1496,Highlight,The Market Restaurant
1497,Hotel,"Mandarin Oriental, Bangkok"
1498,Hotel,"Anantara Golden Triangle, Chiang Rai"
1499,Restaurant,The Market Restaurant (Vietnam)
1500,Activity,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi
1501,Activity,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi"
