start,type,end
BELGRAD TURU 21 – 23 EYLÜL,HAS_DATE_START,2025-09-21
BELGRAD TURU 21 – 23 EYLÜL,HAS_DATE_END,2025-09-23
BELGRAD TURU 21 – 23 EYLÜL,HAS_SEASON,Sonbahar
Belgrad,HAS_ACTIVITY,Belgrad Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,Aziz Sava Kilisesi
UNKNOWN,HAS_ACTIVITY,Kalemegdan
UNKNOWN,HAS_ACTIVITY,Sokullu Mehmet Paşa Çeşmesi
UNKNOWN,HAS_ACTIVITY,Damat Ali Paşa Türbesi
UNKNOWN,HAS_ACTIVITY,Fikirbayır
UNKNOWN,HAS_ACTIVITY,Stambol Kapısı
UNKNOWN,HAS_ACTIVITY,Tuna & Sava Nehirlerinin Birleşim Noktası
UNKNOWN,HAS_ACTIVITY,Museum of Yugoslav History
UNKNOWN,HAS_ACTIVITY,Royal Compound
UNKNOWN,HAS_ACTIVITY,Nikola Tesla Müzesi
Karlofca,HAS_ACTIVITY,Karlofca Gezisi
Novi Sad,HAS_ACTIVITY,Novi Sad Gezisi
UNKNOWN,HAS_ACTIVITY,Tuna Nehri Tekne Gezisi
Belgrad,HAS_HOTEL,Metropol Palace Hotel
Belgrad,HAS_HOTEL,Square Nine Hotel
Belgrad,HAS_RESTAURANT,Kalemegdan Restaurant
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_COUNTRY,Türkiye
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,İstanbul
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,Kapadokya
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,Kuşadası
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,İzmir
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,Şirince
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,HAS_CITY,Efes
UNKNOWN,HAS_ACTIVITY,Topkapı Sarayı
UNKNOWN,HAS_ACTIVITY,Ayasofya
UNKNOWN,HAS_ACTIVITY,Yerebatan Sarnıcı
UNKNOWN,HAS_ACTIVITY,Boğaz Turu
UNKNOWN,HAS_ACTIVITY,Karaköy
UNKNOWN,HAS_ACTIVITY,Balon Turu
UNKNOWN,HAS_ACTIVITY,Soğanlı Vadisi
UNKNOWN,HAS_ACTIVITY,Keşlik Manastırı
UNKNOWN,HAS_ACTIVITY,Taşkınpaşa Medresesi
UNKNOWN,HAS_ACTIVITY,Selime Köyü
Aksaray,HAS_ACTIVITY,Agzikarahan Kervansarayı
UNKNOWN,HAS_ACTIVITY,Ihlara Vadisi
UNKNOWN,HAS_ACTIVITY,Göreme Açık Hava Müzesi
UNKNOWN,HAS_ACTIVITY,Uçhisar
UNKNOWN,HAS_ACTIVITY,Kaymaklı Yeraltı Şehri
UNKNOWN,HAS_ACTIVITY,Kızıl Vadi
Efes,HAS_ACTIVITY,Efes Antik Kenti
UNKNOWN,HAS_ACTIVITY,Hadrian Tapınağı
UNKNOWN,HAS_ACTIVITY,Odeon
UNKNOWN,HAS_ACTIVITY,Traian Çeşmesi
Şirince,HAS_ACTIVITY,Şirince Köyü
İstanbul,HAS_RESTAURANT,Il Cortile Ristorante Pizzeria
İstanbul,HAS_RESTAURANT,Pandeli Restaurant
İstanbul,HAS_RESTAURANT,Belisirma Nehir Kenarı Restoran
Efes,HAS_RESTAURANT,Geleneksel Türk Restoranı (Efes)
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_COUNTRY,İskoçya
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_CITY,Edinburgh
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_CITY,Pitlochry
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_CITY,Fort William
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_CITY,Inverness
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_DATE_START,2025-08-04
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_DATE_END,2025-08-08
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,HAS_SEASON,Yaz
UNKNOWN,HAS_ACTIVITY,Blair Castle
UNKNOWN,HAS_ACTIVITY,Ballindalloch Castle & Gardens
UNKNOWN,HAS_ACTIVITY,Camera Obscura & World of Illusions
UNKNOWN,HAS_ACTIVITY,Loch Ness
Inverness,HAS_ACTIVITY,Inverness Kalesi
UNKNOWN,HAS_ACTIVITY,St. Andrews Katedrali
Inverness,HAS_ACTIVITY,Inverness Müzesi ve Sanat Galerisi
UNKNOWN,HAS_ACTIVITY,Strathisla Distillery
Edinburgh,HAS_HOTEL,Fonab Castle Hotel
Edinburgh,HAS_HOTEL,The Craigellachie Hotel
Edinburgh,HAS_HOTEL,Nevis Bank Inn
Edinburgh,HAS_HOTEL,Seasgair Hotel
Edinburgh,HAS_RESTAURANT,Nevis Bank Inn and Browns Restaurant
Edinburgh,HAS_RESTAURANT,Rocpool Restaurant
TAYLAND TURU 5 – 18 ŞUBAT,HAS_COUNTRY,Tayland
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Bangkok
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Chiang Mai
TAYLAND TURU 5 – 18 ŞUBAT,HAS_CITY,Chiang Rai
TAYLAND TURU 5 – 18 ŞUBAT,HAS_DATE_START,2025-02-05
TAYLAND TURU 5 – 18 ŞUBAT,HAS_DATE_END,2025-02-18
TAYLAND TURU 5 – 18 ŞUBAT,HAS_SEASON,Kış
UNKNOWN,HAS_ACTIVITY,Tapınaklar ve Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,Bo Sang Köyü
UNKNOWN,HAS_ACTIVITY,Wat Chedi Luangis
UNKNOWN,HAS_ACTIVITY,Wat Suan Dok Tapınağı
UNKNOWN,HAS_ACTIVITY,Wat Phra That Doi Suthep
UNKNOWN,HAS_ACTIVITY,Wat Rong Khun
Chiang Rai,HAS_ACTIVITY,Chiang Rai Gezisi
UNKNOWN,HAS_ACTIVITY,Golden Triangle Gezisi
UNKNOWN,HAS_ACTIVITY,Mekong Nehri Tekne Gezisi
Bangkok,HAS_ACTIVITY,Bangkok Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,Büyük Saray
UNKNOWN,HAS_ACTIVITY,Wat Phra Kaew
UNKNOWN,HAS_ACTIVITY,Wat Pho Tapınağı
UNKNOWN,HAS_ACTIVITY,Wat Ratchabophit
Bangkok,HAS_ACTIVITY,Bangkok Kanalları Gezisi
UNKNOWN,HAS_ACTIVITY,Chatuchak Weekend Market
Bangkok,HAS_HOTEL,The Surin
Bangkok,HAS_RESTAURANT,Beach Restaurant (The Surin)
Bangkok,HAS_RESTAURANT,Potong Restaurant
Bangkok,HAS_RESTAURANT,Clara Restaurant
Bangkok,HAS_RESTAURANT,Kalido
Bangkok,HAS_RESTAURANT,Carpe Diem Beach Club
Bangkok,HAS_RESTAURANT,Terrace Rim Naam
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_COUNTRY,Japonya
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Tokyo
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Hakone
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Kyoto
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Nara
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Naoshima
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_CITY,Teshima
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_DATE_START,2024-04-06
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_DATE_END,2024-04-13
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),HAS_SEASON,İlkbahar
UNKNOWN,HAS_ACTIVITY,Shinjuku Gyoen Park
UNKNOWN,HAS_ACTIVITY,Senso-ji Tapınağı
UNKNOWN,HAS_ACTIVITY,Nakamise Alışveriş Caddesi
UNKNOWN,HAS_ACTIVITY,Meiji Shrine
UNKNOWN,HAS_ACTIVITY,Takeshita Street
UNKNOWN,HAS_ACTIVITY,Omotesando
UNKNOWN,HAS_ACTIVITY,TeamLab Planets
UNKNOWN,HAS_ACTIVITY,Ginza
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi
UNKNOWN,HAS_ACTIVITY,Picasso Pavilion
Hakone,HAS_ACTIVITY,Hakone Teleferiği
UNKNOWN,HAS_ACTIVITY,Owakudani Vadisi
UNKNOWN,HAS_ACTIVITY,Ashinoko Tekne Gezisi
UNKNOWN,HAS_ACTIVITY,Kiyomizu Tapınağı
UNKNOWN,HAS_ACTIVITY,Kinkaku-ji
UNKNOWN,HAS_ACTIVITY,Geisha & Maiko Gösterisi
Nara,HAS_ACTIVITY,Nara Park
UNKNOWN,HAS_ACTIVITY,Kasuga Taisha
UNKNOWN,HAS_ACTIVITY,Tenryu-ji Tapınağı
UNKNOWN,HAS_ACTIVITY,Monkey Park Iwatayama
Teshima,HAS_ACTIVITY,Teshima Yokoo Evi
Tokyo,HAS_HOTEL,Mitsui Garden Hotel
UNKNOWN,HAS_HOTEL,Benesse House
ARLES TURU 03 – 06 EKİM,HAS_COUNTRY,Fransa
ARLES TURU 03 – 06 EKİM,HAS_CITY,Arles
ARLES TURU 03 – 06 EKİM,HAS_CITY,Avignon
ARLES TURU 03 – 06 EKİM,HAS_CITY,Les Baux-de-Provence
ARLES TURU 03 – 06 EKİM,HAS_CITY,L'Isle-sur-la-Sorgue
ARLES TURU 03 – 06 EKİM,HAS_DATE_START,2025-10-03
ARLES TURU 03 – 06 EKİM,HAS_DATE_END,2025-10-06
ARLES TURU 03 – 06 EKİM,HAS_SEASON,Sonbahar
UNKNOWN,HAS_ACTIVITY,LUMA Müzesi
UNKNOWN,HAS_ACTIVITY,Van Gogh Müzesi
UNKNOWN,HAS_ACTIVITY,Art Tour
Avignon,HAS_ACTIVITY,Avignon Gezisi
UNKNOWN,HAS_ACTIVITY,Chateau Estoublon
Les Baux-de-Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
L'Isle-sur-la-Sorgue,HAS_ACTIVITY,L'Isle-sur-la-Sorgue Gezisi
Arles,HAS_RESTAURANT,Restaurant L'Oriel
Arles,HAS_RESTAURANT,Café Tadoa Ando
Arles,HAS_RESTAURANT,La Taula Gallici's Gourmet Restaurant
PUGLIA TURU 07 – 11 EKİM,HAS_COUNTRY,İtalya
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Bari
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Alberobello
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Matera
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Monopoli
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Polignano a Mare
PUGLIA TURU 07 – 11 EKİM,HAS_CITY,Lecce
PUGLIA TURU 07 – 11 EKİM,HAS_DATE_START,2025-10-07
PUGLIA TURU 07 – 11 EKİM,HAS_DATE_END,2025-10-11
PUGLIA TURU 07 – 11 EKİM,HAS_SEASON,Sonbahar
Alberobello,HAS_ACTIVITY,Alberobello Trulli Evleri
Matera,HAS_ACTIVITY,Matera Gezisi
Monopoli,HAS_ACTIVITY,Monopoli Gezisi
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare Gezisi
Lecce,HAS_ACTIVITY,Lecce Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,Santa Croce Bazilikası
UNKNOWN,HAS_ACTIVITY,San Giuseppe Kilisesi
UNKNOWN,HAS_ACTIVITY,Palazzo dei Celestini
UNKNOWN,HAS_ACTIVITY,Sant'Oronzo Meydanı
Rome,HAS_ACTIVITY,Antik Roma Amfitiyatrosu
Bari,HAS_ACTIVITY,Bari Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,Saint Nicholas Bazilikası
UNKNOWN,HAS_ACTIVITY,San Sabino Katedrali
UNKNOWN,HAS_ACTIVITY,Hohenstaufen Kalesi
UNKNOWN,HAS_ACTIVITY,Old Town
UNKNOWN,HAS_ACTIVITY,Strada delle Orecchiette
Bari,HAS_HOTEL,Canne Bianche Lifestyle & Hotel
PROVENCE TURU 4 – 7 MAYIS,HAS_COUNTRY,Fransa
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,L’Isle-sur-la-Sorgue
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Roussillon
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Gordes
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Saint-Rémy-de-Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Les Baux-de-Provence
PROVENCE TURU 4 – 7 MAYIS,HAS_CITY,Arles
PROVENCE TURU 4 – 7 MAYIS,HAS_DATE_START,2025-05-04
PROVENCE TURU 4 – 7 MAYIS,HAS_DATE_END,2025-05-07
PROVENCE TURU 4 – 7 MAYIS,HAS_SEASON,İlkbahar
UNKNOWN,HAS_ACTIVITY,Chateau La Coste Art Tour
L’Isle-sur-la-Sorgue,HAS_ACTIVITY,L’Isle-sur-la-Sorgue Gezisi
Roussillon,HAS_ACTIVITY,Roussillon Gezisi
Gordes,HAS_ACTIVITY,Gordes Gezisi
Provence,HAS_ACTIVITY,Saint-Rémy-de-Provence Gezisi
Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
Arles,HAS_ACTIVITY,Arles Gezisi
Provence,HAS_RESTAURANT,Tadao Ando Café Restaurant
Provence,HAS_RESTAURANT,Chateau d’Estoublon
59. Venedik Bienali,HAS_COUNTRY,İtalya
59. Venedik Bienali,HAS_CITY,Venedik
Venedik,HAS_ACTIVITY,Peggy Guggenheim Müzesi
Venedik,HAS_ACTIVITY,Galleria dell’Accademia
Venedik,HAS_ACTIVITY,Palazzo Manfrin
Venedik,HAS_ACTIVITY,Giardini Bienali
Venedik,HAS_RESTAURANT,Trattoria Alla Madonna
Dubai Programı,HAS_COUNTRY,Birleşik Arap Emirlikleri
Dubai Programı,HAS_CITY,Dubai
Dubai,HAS_ACTIVITY,Dubai Creek – Old Town
Dubai,HAS_ACTIVITY,Museum of the Future
Dubai,HAS_ACTIVITY,Dubai Mall
Dubai,HAS_HOTEL,Atlantis The Royal
Dubai,HAS_RESTAURANT,Nobu Restaurant - Atlantis the Palm
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_COUNTRY,Türkiye
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,İzmir
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,Şirince
İzmir’in En Güzel Köyleri - Şirince & Urla,HAS_CITY,Urla
Şirince,HAS_ACTIVITY,Şirince Çarşısı
UNKNOWN,HAS_ACTIVITY,Aziz John Baptist Kilisesi
UNKNOWN,HAS_ACTIVITY,Hodri Meydan Kulesi
UNKNOWN,HAS_ACTIVITY,Şarap Mahzenleri
UNKNOWN,HAS_ACTIVITY,Nesin Matematik Köyü
UNKNOWN,HAS_ACTIVITY,Key Museum
Urla,HAS_ACTIVITY,Urla Sanat Sokağı
UNKNOWN,HAS_ACTIVITY,Necati Cumali Anı Evi
UNKNOWN,HAS_ACTIVITY,Yorgo Seferis’in doğduğu ev
UNKNOWN,HAS_ACTIVITY,Tanju Okan Parkı
UNKNOWN,HAS_ACTIVITY,Malgaca Pazarı
İzmir,HAS_HOTEL,Güllü Konak
İzmir,HAS_RESTAURANT,Artemis Restaurant ve Şarapevi
Urla,HAS_RESTAURANT,Yengeç Restoran - Urla İskele
Toskana Gezisi,HAS_COUNTRY,İtalya
Toskana Gezisi,HAS_CITY,Bologna
Toskana Gezisi,HAS_CITY,Floransa
Toskana Gezisi,HAS_CITY,Chianti
Toskana Gezisi,HAS_CITY,San Gimignano
Toskana Gezisi,HAS_CITY,Siena
Toskana Gezisi,HAS_CITY,Cortona
Toskana Gezisi,HAS_CITY,Orvieto
Toskana Gezisi,HAS_CITY,Roma
UNKNOWN,HAS_ACTIVITY,Santa Maria del Fiore Katedrali
UNKNOWN,HAS_ACTIVITY,Vaftizhane (Battistero di San Giovanni)
UNKNOWN,HAS_ACTIVITY,Piazza della Signoria
UNKNOWN,HAS_ACTIVITY,Palazzo Vecchio
UNKNOWN,HAS_ACTIVITY,Uffizi Galerisi
Chianti,HAS_ACTIVITY,Antinori nel Chianti Classico Şaraphanesi
San Gimignano,HAS_ACTIVITY,San Gimignano UNESCO Dünya Mirası
Siena,HAS_ACTIVITY,Siena Şehir Merkezi
Cortona,HAS_ACTIVITY,Cortona Tarihi Sokaklar
Orvieto,HAS_ACTIVITY,Orvieto Katedrali
Orvieto,HAS_ACTIVITY,Orvieto Yer Altı Tünelleri
Bologna,HAS_HOTEL,Hotel Cerretani Firenze – Mgallery
Bologna,HAS_RESTAURANT,Buca Mario
Bologna,HAS_RESTAURANT,Osteria delle Tre Panche
Bologna,HAS_RESTAURANT,Ristorante Storico Sabatini
Bologna,HAS_RESTAURANT,Buca Lapi
Bologna,HAS_RESTAURANT,Antico Ristorante Paoli 1827
Avustralya – Yeni Zelanda,HAS_COUNTRY,Avustralya
Avustralya – Yeni Zelanda,HAS_COUNTRY,Yeni Zelanda
Avustralya – Yeni Zelanda,HAS_CITY,Sydney
Avustralya – Yeni Zelanda,HAS_CITY,Auckland
Avustralya – Yeni Zelanda,HAS_CITY,Rotorua
Avustralya – Yeni Zelanda,HAS_CITY,Queenstown
Avustralya – Yeni Zelanda,HAS_CITY,Melbourne
UNKNOWN,HAS_ACTIVITY,The Rocks
Sydney,HAS_ACTIVITY,Botanik Bahçeleri - Sydney
UNKNOWN,HAS_ACTIVITY,Macquarie Caddesi
UNKNOWN,HAS_ACTIVITY,Hyde Park
UNKNOWN,HAS_ACTIVITY,St. Mary Katedrali
UNKNOWN,HAS_ACTIVITY,Mrs Macquarie’s Chair
Sydney,HAS_ACTIVITY,Sydney Opera Binası
Sydney,HAS_ACTIVITY,Sydney Köprüsü
UNKNOWN,HAS_ACTIVITY,Bondi Plajı
UNKNOWN,HAS_ACTIVITY,Oxford Caddesi
UNKNOWN,HAS_ACTIVITY,Paddington
Sydney,HAS_HOTEL,Park Hyatt Sydney
Hindistan Gezisi,HAS_COUNTRY,Hindistan
Hindistan Gezisi,HAS_CITY,Varanasi
Hindistan Gezisi,HAS_CITY,Jaipur
Hindistan Gezisi,HAS_CITY,Udaipur
Hindistan Gezisi,HAS_CITY,Delhi
UNKNOWN,HAS_ACTIVITY,Ganj Nehri Aarti Töreni
UNKNOWN,HAS_ACTIVITY,Kashi Vishwanath Tapınağı
UNKNOWN,HAS_ACTIVITY,Sarnath
Jaipur,HAS_ACTIVITY,Amber Fort
Jaipur,HAS_ACTIVITY,City Palace - Jaipur
UNKNOWN,HAS_ACTIVITY,Hawa Mahal
UNKNOWN,HAS_ACTIVITY,Jantar Mantar
Udaipur,HAS_ACTIVITY,City Palace - Udaipur
UNKNOWN,HAS_ACTIVITY,Crystal Gallery
UNKNOWN,HAS_ACTIVITY,Pichola Gölü
UNKNOWN,HAS_ACTIVITY,Muson Sarayı
UNKNOWN,HAS_ACTIVITY,Humayun’un Mezarı
UNKNOWN,HAS_ACTIVITY,Cumhurbaşkanlığı Sarayı
UNKNOWN,HAS_ACTIVITY,Hindistan Kapısı
UNKNOWN,HAS_ACTIVITY,Jama Mescidi
UNKNOWN,HAS_ACTIVITY,Chandni Chowk
UNKNOWN,HAS_ACTIVITY,Laxmi Narayan Tapınağı
Varanasi,HAS_HOTEL,Brijrama Palace
Varanasi,HAS_HOTEL,Rambagh Palace
Varanasi,HAS_HOTEL,Taj Lake Palace
Varanasi,HAS_RESTAURANT,Udayan Terrace
Varanasi,HAS_RESTAURANT,Neelkamal Restaurant
Varanasi,HAS_RESTAURANT,Spice Route
Varanasi,HAS_RESTAURANT,Bukhara - ITC Maurya Hotel
Varanasi,HAS_RESTAURANT,City Palace Özel Akşam Yemeği
Varanasi,HAS_RESTAURANT,Mewar Terrace
Meksika Gezisi,HAS_COUNTRY,Meksika
Meksika Gezisi,HAS_CITY,Mexico City
Meksika Gezisi,HAS_CITY,Mérida
Meksika Gezisi,HAS_CITY,Chichen Itza
Meksika Gezisi,HAS_CITY,Cancún
UNKNOWN,HAS_ACTIVITY,Centro Histórico
UNKNOWN,HAS_ACTIVITY,Zócalo Meydanı
UNKNOWN,HAS_ACTIVITY,Templo Mayor
UNKNOWN,HAS_ACTIVITY,Palacio de Bellas Artes
UNKNOWN,HAS_ACTIVITY,Plaza Manuel Tolsá
Mexico City,HAS_ACTIVITY,Antropoloji Müzesi
UNKNOWN,HAS_ACTIVITY,Coyoacán & Frida Kahlo Müzesi
UNKNOWN,HAS_ACTIVITY,Polanco
Chichen Itza,HAS_ACTIVITY,Chichen Itza
UNKNOWN,HAS_ACTIVITY,Kukulkan Piramidi
UNKNOWN,HAS_ACTIVITY,Plaza Grande
UNKNOWN,HAS_ACTIVITY,San Ildefonso Katedrali
UNKNOWN,HAS_ACTIVITY,Parque de Santa Lucía
UNKNOWN,HAS_ACTIVITY,Iglesia de Santa Lucía
UNKNOWN,HAS_ACTIVITY,Tekila & Mezcal Tadımı
Mexico City,HAS_HOTEL,The St. Regis Mexico City
Mexico City,HAS_RESTAURANT,Göl kenarında özel yemek
Mexico City,HAS_RESTAURANT,Woodend Restaurant
Mexico City,HAS_RESTAURANT,Ixi’im
Mexico City,HAS_RESTAURANT,Ki’ol
Sicilya Gezisi,HAS_COUNTRY,İtalya
Sicilya Gezisi,HAS_CITY,Katanya
Sicilya Gezisi,HAS_CITY,Taormina
Sicilya Gezisi,HAS_CITY,Savoca
Sicilya Gezisi,HAS_CITY,Forza d’Agrò
Sicilya Gezisi,HAS_CITY,Syracuse
Sicilya Gezisi,HAS_CITY,Ragusa
Sicilya Gezisi,HAS_CITY,Palermo
UNKNOWN,HAS_ACTIVITY,Corso Umberto
UNKNOWN,HAS_ACTIVITY,Piazza IX Aprile
UNKNOWN,HAS_ACTIVITY,Porta Messina
UNKNOWN,HAS_ACTIVITY,Porta Catania
UNKNOWN,HAS_ACTIVITY,Teatro Greco
UNKNOWN,HAS_ACTIVITY,Villa Comunale Bahçeleri
UNKNOWN,HAS_ACTIVITY,Bar Vitelli
Savoca,HAS_ACTIVITY,Godfather Film Kilisesi - Savoca
Forza d’Agrò,HAS_ACTIVITY,Forza d’Agrò Ortaçağ Köyü
Forza d’Agrò,HAS_ACTIVITY,Piazza del Municipio - Forza d’Agrò
UNKNOWN,HAS_ACTIVITY,Etna Yanardağı
UNKNOWN,HAS_ACTIVITY,Ortigia Adası
UNKNOWN,HAS_ACTIVITY,Ortigia Meydanı
Syracuse,HAS_ACTIVITY,Syracuse Katedrali
UNKNOWN,HAS_ACTIVITY,Arethusa Çeşmesi
Ragusa,HAS_ACTIVITY,Ragusa Ibla
UNKNOWN,HAS_ACTIVITY,Cattedrale di San Giovanni Battista
UNKNOWN,HAS_ACTIVITY,Chiesa di Santa Maria delle Scale
UNKNOWN,HAS_ACTIVITY,Palazzo della Cancelleria
UNKNOWN,HAS_ACTIVITY,Chiesa Anime Sante del Purgatorio
UNKNOWN,HAS_ACTIVITY,Duomo di San Giorgio
UNKNOWN,HAS_ACTIVITY,Giardini Iblei
UNKNOWN,HAS_ACTIVITY,Santa Maria dello Spasimo Kilisesi
Taormina,HAS_HOTEL,Hotel Metropole Taormina
Katanya,HAS_RESTAURANT,Osteria Rosso Divino
Katanya,HAS_RESTAURANT,Doba Restaurant and Terrace
Porto Gezisi,HAS_COUNTRY,Portekiz
Porto Gezisi,HAS_CITY,Porto
Porto,HAS_ACTIVITY,Tuktuk Gezisi & Rehberli Yürüyüş Turu
Porto,HAS_ACTIVITY,Boavista
Porto,HAS_ACTIVITY,Foz do Douro
Porto,HAS_ACTIVITY,São Francisco Kilisesi
Porto,HAS_ACTIVITY,Palácio da Bolsa
Porto,HAS_ACTIVITY,São Bento Tren İstasyonu
Porto,HAS_ACTIVITY,Porto Katedrali
Porto,HAS_ACTIVITY,Liberdade Meydanı
Porto,HAS_ACTIVITY,Batalha Meydanı
Porto,HAS_ACTIVITY,Ribeira Bölgesi
Porto,HAS_ACTIVITY,Torre dos Clérigos
Porto,HAS_ACTIVITY,Santa Catarina Caddesi
Porto,HAS_ACTIVITY,Lello Kütüphanesi
Porto,HAS_ACTIVITY,Serralves Müzesi
Porto,HAS_ACTIVITY,Six Bridges Tekne Turu
Porto,HAS_ACTIVITY,Gaia Şarap Evleri
Porto,HAS_ACTIVITY,Churchill Graham Şaraphanesi
Porto,HAS_HOTEL,Maison Albar Hotels Le Monumental Palace
Porto,HAS_RESTAURANT,Enoteca 1756 Restaurant
Porto,HAS_RESTAURANT,Marisqueira A Antiga
Porto,HAS_RESTAURANT,Casa de Chá de Boa Nova
Porto,HAS_RESTAURANT,Vinum Restaurant & Wine Bar
Kahire Gezisi,HAS_COUNTRY,Mısır
Kahire Gezisi,HAS_CITY,Kahire
Kahire,HAS_ACTIVITY,Sfenks
Kahire,HAS_ACTIVITY,Khufu Piramidi
Kahire,HAS_ACTIVITY,Deve Gezisi - Piramitler
Kahire,HAS_ACTIVITY,Büyük Mısır Müzesi
Kahire,HAS_ACTIVITY,Sultan Hassan Camii
Kahire,HAS_ACTIVITY,El Refaei Camii
Kahire,HAS_ACTIVITY,Mısır Müzesi - Eski Müze
Kahire,HAS_ACTIVITY,Nil Nehri Felucca Tekne Gezisi
Kahire,HAS_HOTEL,Four Seasons Hotel Cairo at Nile Plaza
Kahire,HAS_RESTAURANT,Riviera - Four Seasons Hotel Cairo at Nile Plaza
Endülüs Gezisi,HAS_COUNTRY,İspanya
Endülüs Gezisi,HAS_CITY,Granada
Endülüs Gezisi,HAS_CITY,Córdoba
Endülüs Gezisi,HAS_CITY,Sevilla
Endülüs Gezisi,HAS_CITY,Ronda
UNKNOWN,HAS_ACTIVITY,Elhamra Sarayı
UNKNOWN,HAS_ACTIVITY,Generalife Bahçeleri
Malaga,HAS_ACTIVITY,Alcazaba
UNKNOWN,HAS_ACTIVITY,Partal
UNKNOWN,HAS_ACTIVITY,Nasrid Sarayı
UNKNOWN,HAS_ACTIVITY,Realejo Mahallesi
UNKNOWN,HAS_ACTIVITY,Comendadoras de Santiago
UNKNOWN,HAS_ACTIVITY,Dominicans of Santo Domingo
UNKNOWN,HAS_ACTIVITY,Fundación Rodriguez-Acosta Sanat Müzesi
UNKNOWN,HAS_ACTIVITY,Carmen de los Mártires Bahçesi
UNKNOWN,HAS_ACTIVITY,Capilla Real
Granada,HAS_ACTIVITY,Las Granadas Kapısı
Córdoba,HAS_ACTIVITY,Mezquita Camii - Córdoba
Córdoba,HAS_ACTIVITY,Alcazar Kalesi - Córdoba
Córdoba,HAS_ACTIVITY,Plaza Corredera - Córdoba
Córdoba,HAS_ACTIVITY,Musevi Mahallesi - Córdoba
Sevilla,HAS_ACTIVITY,Sevilla Katedrali
UNKNOWN,HAS_ACTIVITY,Giralda Kulesi
Sevilla,HAS_ACTIVITY,Alcázar - Sevilla
