start_id,end_id,type
2bd61701-810c-4fc3-9315-69e77bf14d7c,Bar Vitelli,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Godfather Film Kilisesi - Savoca,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Forza d’Agrò Ortaçağ Köyü,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Piazza del Municipio - Forza d’Agrò,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Etna Yanardağı,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Ortigia Adası,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Ortigia Meydanı,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Syracuse Katedrali,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Arethusa Çeşmesi,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Ragusa Ibla,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Cattedrale di San Giovanni Battista,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Chiesa di Santa Maria delle Scale,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Palazzo della Cancelleria,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Chiesa Anime Sante del Purgatorio,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Duomo di San Giorgio,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Giardini Iblei,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Santa Maria dello Spasimo Kilisesi,DOES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Osteria Rosso Divino,EATS_AT
2bd61701-810c-4fc3-9315-69e77bf14d7c,Doba Restaurant and Terrace,EATS_AT
2bd61701-810c-4fc3-9315-69e77bf14d7c,Türk Hava Yolları TK1393,USES
2bd61701-810c-4fc3-9315-69e77bf14d7c,Sicilya,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Italia,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Taormina,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Etna,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Ortigia,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Ragusa,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Palerme,HAS_TAG
2bd61701-810c-4fc3-9315-69e77bf14d7c,Barok Mimari,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Porto,VISITS
23933783-a61d-4ec2-a44e-facf3992ad35,Portekiz,IN_COUNTRY
23933783-a61d-4ec2-a44e-facf3992ad35,Maison Albar Hotels Le Monumental Palace,STAYS_AT
23933783-a61d-4ec2-a44e-facf3992ad35,Tuktuk Gezisi & Rehberli Yürüyüş Turu,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Boavista,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Foz do Douro,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,São Francisco Kilisesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Palácio da Bolsa,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,São Bento Tren İstasyonu,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Porto Katedrali,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Liberdade Meydanı,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Batalha Meydanı,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Ribeira Bölgesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Torre dos Clérigos,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Santa Catarina Caddesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Lello Kütüphanesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Serralves Müzesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Six Bridges Tekne Turu,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Gaia Şarap Evleri,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Churchill Graham Şaraphanesi,DOES
23933783-a61d-4ec2-a44e-facf3992ad35,Enoteca 1756 Restaurant,EATS_AT
23933783-a61d-4ec2-a44e-facf3992ad35,Marisqueira A Antiga,EATS_AT
23933783-a61d-4ec2-a44e-facf3992ad35,Casa de Chá de Boa Nova,EATS_AT
23933783-a61d-4ec2-a44e-facf3992ad35,Vinum Restaurant & Wine Bar,EATS_AT
23933783-a61d-4ec2-a44e-facf3992ad35,Porto,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Portekiz,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Douro Nehri,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Şarap,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Müze,HAS_TAG
23933783-a61d-4ec2-a44e-facf3992ad35,Katedraller,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Cairo,VISITS
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Egitto,IN_COUNTRY
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Four Seasons Hotel Cairo at Nile Plaza,STAYS_AT
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Khan El Khalili Çarşısı,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Giza Piramitleri,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Sfenks,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Khufu Piramidi,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Deve Gezisi - Piramitler,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Büyük Mısır Müzesi,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Sultan Hassan Camii,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,El Refaei Camii,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Mısır Müzesi - Eski Müze,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Nil Nehri Felucca Tekne Gezisi,DOES
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Riviera - Four Seasons Hotel Cairo at Nile Plaza,EATS_AT
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Egitto,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Cairo,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Piramitler,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Sfenks,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Müzeler,HAS_TAG
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Çarşı,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Granada,VISITS
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Córdoba,VISITS
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Sevilla,VISITS
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Ronda,VISITS
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Espagne,IN_COUNTRY
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Elhamra Sarayı,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Generalife Bahçeleri,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Alcazaba,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Partal,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Nasrid Sarayı,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Realejo Mahallesi,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Comendadoras de Santiago,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Dominicans of Santo Domingo,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Fundación Rodriguez-Acosta Sanat Müzesi,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Carmen de los Mártires Bahçesi,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Capilla Real,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Las Granadas Kapısı,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Mezquita Camii - Córdoba,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Alcazar Kalesi - Córdoba,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Plaza Corredera - Córdoba,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Musevi Mahallesi - Córdoba,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Sevilla Katedrali,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Giralda Kulesi,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Alcázar - Sevilla,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Altın Kule (Torre del Oro),DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Maria Luisa Parkı,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,El Alamillo Köprüsü,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Puente Nuevo - Ronda,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,El Tajo Kanyonu,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Casa del Rey Moro,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Ronda Tarihi Sokakları,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Plaza de Toros - Ronda,DOES
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Endülüs,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Espagne,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Granada,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Sevilla,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Córdoba,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Ronda,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Elhamra,HAS_TAG
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Mezquita,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Melbourne,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Ballarat,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Hobart,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Adelaide,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Hahndorf,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Barossa Valley,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Brisbane,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Surfers Paradise,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sidney,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Canberra,VISITS
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Australia,IN_COUNTRY
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,"The Tasman, a Luxury Collection Hotel, Hobart",STAYS_AT
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Royal Exhibition Binası - Melbourne,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sanat Galerisi - Melbourne,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Parlamento ve Hazine Binası - Melbourne,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Fitzroy Gardens & Captain Cook’un Evi,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Melbourne Müzesi,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Franklin Meydanı - Hobart,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sullivan’s Cove,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Anayasa Limanı - Hobart,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Mount Wellington,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Alman Kasabası Hahndorf,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Barossa Valley Şarap Bağları,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Brisbane Şehir Turu,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Ateş Böceği Mağarası,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Surfers Paradise - Gold Coast,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Hyde Park Barracks - Sydney,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Anzac-Atatürk Anıtı,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Mrs Macquarie’s Chair,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sydney Harbour Bridge,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Darling Harbour,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Ulusal Müze - Sydney,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sydney Opera House,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Canberra Şehir Turu,DOES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Nehir Kenarı Restoran - Adelaide,EATS_AT
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Yerel Lüks Restoran - Adelaide,EATS_AT
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Türk Hava Yolları TK168,USES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Türk Hava Yolları TK169,USES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Melbourne - Hobart İç Hat Uçuşu,USES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Hobart - Adelaide İç Hat Uçuşu,USES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Adelaide - Brisbane İç Hat Uçuşu,USES
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Australia,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Melbourne,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Sidney,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Tasmanya,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Şarap,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Opera House,HAS_TAG
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Gold Coast,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,BARCELONA,VISITS
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Gerona,VISITS
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Espagne,IN_COUNTRY
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Almanac Barcelona,STAYS_AT
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Plaza Catalunya,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,La Rambla,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Gotik Mahallesi,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Park Güell,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Sagrada Familia,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Ciutadella Park,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Plaza España,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Girona Gotik Katedrali,DOES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Maná 75,EATS_AT
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,El Tribut,EATS_AT
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,BarcelonaMilona,EATS_AT
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Restaurant Normal,EATS_AT
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Türk Hava Yolları TK1467,USES
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,BARCELONA,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Espagne,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Gaudi,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Sagrada Familia,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Park Güell,HAS_TAG
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Gerona,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Lecce,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Alberobello,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Locorotondo,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Monopoli,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Polignano a Mare,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Matera,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Naples,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Pompei,VISITS
df02b861-7d48-491b-8df1-2306714308e8,Italia,IN_COUNTRY
df02b861-7d48-491b-8df1-2306714308e8,Santa Croce Bazilikası - Lecce,DOES
df02b861-7d48-491b-8df1-2306714308e8,San Giuseppe Kilisesi - Lecce,DOES
df02b861-7d48-491b-8df1-2306714308e8,Palazzo dei Celestini - Lecce,DOES
df02b861-7d48-491b-8df1-2306714308e8,Sant’Oronzo Meydanı - Lecce,DOES
df02b861-7d48-491b-8df1-2306714308e8,Roma Amfi Tiyatrosu - Lecce,DOES
df02b861-7d48-491b-8df1-2306714308e8,Trulli Evleri - Alberobello,DOES
df02b861-7d48-491b-8df1-2306714308e8,Locorotondo Şehir Gezisi,DOES
df02b861-7d48-491b-8df1-2306714308e8,Monopoli Tarihi Merkezi,DOES
df02b861-7d48-491b-8df1-2306714308e8,Polignano a Mare,DOES
df02b861-7d48-491b-8df1-2306714308e8,Domenico Modugno Heykeli - Polignano a Mare,DOES
df02b861-7d48-491b-8df1-2306714308e8,Matera Kaya Evleri,DOES
df02b861-7d48-491b-8df1-2306714308e8,Matera Kiliseleri ve Mağaraları,DOES
df02b861-7d48-491b-8df1-2306714308e8,Napoli Tarihi Merkezi,DOES
df02b861-7d48-491b-8df1-2306714308e8,Vezüv Yanardağı,DOES
df02b861-7d48-491b-8df1-2306714308e8,Pompei Antik Kenti,DOES
df02b861-7d48-491b-8df1-2306714308e8,Ristorante Blunotte,EATS_AT
df02b861-7d48-491b-8df1-2306714308e8,Ristorante La Cantina,EATS_AT
df02b861-7d48-491b-8df1-2306714308e8,Pizzeria Casa Pinto,EATS_AT
df02b861-7d48-491b-8df1-2306714308e8,Puglia,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Italia,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Lecce,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Alberobello,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Matera,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Naples,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Pompei,HAS_TAG
df02b861-7d48-491b-8df1-2306714308e8,Trulli,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Siracusa,VISITS
8f78f311-b22b-456f-8c4c-ef7dd0441702,Ortigia,VISITS
8f78f311-b22b-456f-8c4c-ef7dd0441702,Noto,VISITS
8f78f311-b22b-456f-8c4c-ef7dd0441702,Taormina,VISITS
8f78f311-b22b-456f-8c4c-ef7dd0441702,Italia,IN_COUNTRY
8f78f311-b22b-456f-8c4c-ef7dd0441702,Casa Di Melo Otel,STAYS_AT
8f78f311-b22b-456f-8c4c-ef7dd0441702,Ortigia Roma Amfi Tiyatrosu,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Duomo Meydanı - Ortigia,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Syracuse Katedrali,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Fonte Arethusa,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Maniace Kalesi,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Arşimed Meydanı,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Corso Vittorio Emanuele - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Chiesa di San Francesco - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Duomo - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Palazzo Ducezio - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Palazzo Nicolaci - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Chiesa di San Carlo - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,MAT Museum - Noto,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Siracusa Arkeoloji Parkı,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Latomie - Siracusa,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Yunan Tiyatrosu - Siracusa,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Roma Amfi Tiyatrosu - Siracusa,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Taormina Gezisi,DOES
8f78f311-b22b-456f-8c4c-ef7dd0441702,Sicilya,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Italia,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Siracusa,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Ortigia,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Noto,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Taormina,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Arkeoloji,HAS_TAG
8f78f311-b22b-456f-8c4c-ef7dd0441702,Barok,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Buenos Aires,VISITS
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Ushuaia,VISITS
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Puerto Madryn,VISITS
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Argentina,IN_COUNTRY
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Tango Gösterisi - Buenos Aires,DOES
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Tierra del Fuego Milli Parkı - Ushuaia,DOES
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Beagle Kanalı - Ushuaia,DOES
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Peninsula Valdes - Puerto Madryn,DOES
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Tango House,EATS_AT
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Argentina,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Buenos Aires,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Ushuaia,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Puerto Madryn,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Tango,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Doğa,HAS_TAG
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Balina,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Bangkok,VISITS
7e56ac20-34bc-41ae-8e87-a7e005216230,Macao,VISITS
7e56ac20-34bc-41ae-8e87-a7e005216230,Hong Kong,VISITS
7e56ac20-34bc-41ae-8e87-a7e005216230,Tayland,IN_COUNTRY
7e56ac20-34bc-41ae-8e87-a7e005216230,China,IN_COUNTRY
7e56ac20-34bc-41ae-8e87-a7e005216230,Lebua at State Tower Hotel,STAYS_AT
7e56ac20-34bc-41ae-8e87-a7e005216230,Grand Palace & Wat Phra Kaew - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Wat Pho Tapınağı - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Wat Arun Tapınakları - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Royal Barge Ulusal Müzesi - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Wang Lang Market - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Pak Khlong Talat Çiçek Pazarı - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Çiçek Kültürü Müzesi - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Wat Suthat Tapınağı - Bangkok,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Aziz Paulo Katedrali Harabesi - Macau,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Macau Müzesi,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Macau Kulesi,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Monte Hisarı,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,A-Ma Tapınağı,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Senado Meydanı,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Sun Yat Sen’in Müze Evi,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Macau Şarap Müzesi,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Macau Casinoları,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Wong Tai Sin Tapınağı - Hong Kong,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Lam Tsuen Dilek Ağacı - Hong Kong,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Tai Po Old Market - Hong Kong,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Hong Kong Miras Müzesi,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Lantau Adası Turu,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Kowloon Turu,DOES
7e56ac20-34bc-41ae-8e87-a7e005216230,Err Restaurant,EATS_AT
7e56ac20-34bc-41ae-8e87-a7e005216230,Sala Rattanakosin Restaurant,EATS_AT
7e56ac20-34bc-41ae-8e87-a7e005216230,Eat Me Restaurant,EATS_AT
7e56ac20-34bc-41ae-8e87-a7e005216230,Türk Hava Yolları TK68,USES
7e56ac20-34bc-41ae-8e87-a7e005216230,Macau - Hong Kong Feribot,USES
7e56ac20-34bc-41ae-8e87-a7e005216230,Bangkok,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Hong Kong,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Macao,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Tayland,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,China,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Tapınak,HAS_TAG
7e56ac20-34bc-41ae-8e87-a7e005216230,Casinolar,HAS_TAG
778d742b-24e3-4d09-8d46-4690b74f2b3a,Kathmandu,VISITS
778d742b-24e3-4d09-8d46-4690b74f2b3a,Paro,VISITS
778d742b-24e3-4d09-8d46-4690b74f2b3a,Punakha,VISITS
778d742b-24e3-4d09-8d46-4690b74f2b3a,Thimphou,VISITS
