id,name,label
786,Restaurant Normal,Restaurant
787,La Rambla,Activity
788,Sagrada Familia,Activity
789,Ciutadella Park,Activity
790,Plaza España,Activity
791,Girona Gotik Katedrali,Activity
792,Girona,City
793,Puglia Gezisi,Trip
794,Ristorante Blunotte,Restaurant
795,Ristorante La Cantina,Restaurant
796,Pizzeria Casa Pinto,Restaurant
797,Santa Croce Bazilikası - Lecce,Activity
798,San Giuseppe Kilisesi - Lecce,Activity
799,Palazzo dei Celestini - Lecce,Activity
800,Sant’Oronzo Meydanı - Lecce,Activity
801,Roma Amfi Tiyatrosu - Lecce,Activity
802,Trulli Evleri - Alberobello,Activity
803,Locorotondo Şehir Gezisi,Activity
804,Monopoli Tarihi Merkezi,Activity
805,Polignano a Mare,Activity
806,Domenico Modugno Heykeli - Polignano a Mare,Activity
807,Matera Kaya Evleri,Activity
808,Matera Kiliseleri ve Mağaraları,Activity
809,Napoli Tarihi Merkezi,Activity
810,Vezüv Yanardağı,Activity
811,Pompei Antik Kenti,Activity
812,Locorotondo,City
813,Alegra Benardete ile Sicilya’da Nefes,Trip
814,Siracusa,City
815,Casa Di Melo Otel,Hotel
816,Ortigia Roma Amfi Tiyatrosu,Activity
817,Duomo Meydanı - Ortigia,Activity
818,Fonte Arethusa,Activity
819,Maniace Kalesi,Activity
820,Arşimed Meydanı,Activity
821,Corso Vittorio Emanuele - Noto,Activity
822,Chiesa di San Francesco - Noto,Activity
823,Duomo - Noto,Activity
824,Palazzo Ducezio - Noto,Activity
825,Palazzo Nicolaci - Noto,Activity
826,Chiesa di San Carlo - Noto,Activity
827,MAT Museum - Noto,Activity
828,Siracusa Arkeoloji Parkı,Activity
829,Latomie - Siracusa,Activity
830,Yunan Tiyatrosu - Siracusa,Activity
831,Roma Amfi Tiyatrosu - Siracusa,Activity
832,Taormina Gezisi,Activity
833,Ortigia,City
834,Noto,City
835,Arjantin Gezisi,Trip
836,Tango House,Restaurant
837,Tango Gösterisi - Buenos Aires,Activity
838,Tierra del Fuego Milli Parkı - Ushuaia,Activity
839,Beagle Kanalı - Ushuaia,Activity
840,Peninsula Valdes - Puerto Madryn,Activity
841,Ushuaia,City
842,Puerto Madryn,City
843,Bangkok & Hong Kong Gezisi,Trip
844,Lebua at State Tower Hotel,Hotel
845,Err Restaurant,Restaurant
846,Sala Rattanakosin Restaurant,Restaurant
847,Eat Me Restaurant,Restaurant
848,Grand Palace & Wat Phra Kaew - Bangkok,Activity
849,Wat Pho Tapınağı - Bangkok,Activity
850,Wat Arun Tapınakları - Bangkok,Activity
851,Royal Barge Ulusal Müzesi - Bangkok,Activity
852,Wang Lang Market - Bangkok,Activity
853,Pak Khlong Talat Çiçek Pazarı - Bangkok,Activity
854,Çiçek Kültürü Müzesi - Bangkok,Activity
855,Wat Suthat Tapınağı - Bangkok,Activity
856,Aziz Paulo Katedrali Harabesi - Macau,Activity
857,Macau Müzesi,Activity
858,Macau Kulesi,Activity
859,Monte Hisarı,Activity
860,A-Ma Tapınağı,Activity
861,Senado Meydanı,Activity
862,Sun Yat Sen’in Müze Evi,Activity
863,Macau Şarap Müzesi,Activity
864,Macau Casinoları,Activity
865,Wong Tai Sin Tapınağı - Hong Kong,Activity
866,Lam Tsuen Dilek Ağacı - Hong Kong,Activity
867,Tai Po Old Market - Hong Kong,Activity
868,Hong Kong Miras Müzesi,Activity
869,Lantau Adası Turu,Activity
870,Kowloon Turu,Activity
871,Macau,City
872,Hong Kong,City
873,Çin,Country
874,Bhutan & Nepal Gezisi,Trip
875,Nepal,Country
876,Katmandu,City
877,Pashupatinath Tapınağı - Katmandu,Activity
878,Bhaktapur - Katmandu,Activity
879,Taktsang (Tiger’s Nest) Manastırı - Paro,Activity
880,Punakha Dzong - Punakha,Activity
881,Thimphu Şehir Turu,Activity
882,Paro,City
883,Punakha,City
884,Thimphu,City
885,Bhaktapur,City
886,Bhutan,Country
887,Bilbao & San Sebastián Gezisi,Trip
888,Hotel Du Palais Biarritz,Hotel
889,Hotel Du Palais Biarritz - Le Sunset,Restaurant
890,Guggenheim Müzesi - Bilbao,Activity
891,San Sebastián Şehir Gezisi,Activity
892,La Concha Plajı,Activity
893,Zurriola Plajı,Activity
894,San Telmo Müzesi - San Sebastián,Activity
895,Monte Urgull - San Sebastián,Activity
896,Monte Igueldo - San Sebastián,Activity
897,Victoria Eugenia Tiyatrosu - San Sebastián,Activity
898,Miramar Sarayı - San Sebastián,Activity
899,Hondarribia Eski Şehir ve Surlar,Activity
900,Rue Gambetta - Saint-Jean-de-Luz,Activity
901,Place Louis XIV - Saint-Jean-de-Luz,Activity
902,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,Activity
903,Biarritz Grande Plage,Activity
904,Casino Municipal - Biarritz,Activity
905,Chapelle Impériale - Biarritz,Activity
906,Musée Asiatica - Biarritz,Activity
907,San Sebastián,City
908,Hondarribia,City
909,Saint-Jean-de-Luz,City
910,Brezilya & Arjantin Gezisi,Trip
911,Park Hyatt - Palacio Duhau Hotel,Hotel
912,Rio Restaurant Önerileri,Restaurant
913,Buenos Aires Restaurant Önerileri,Restaurant
914,Cristo Redentor Heykeli - Corcovado,Activity
915,Santa Teresa Semti - Rio,Activity
916,Museu da Chácara do Céu,Activity
917,Harabeler Parkı - Rio,Activity
918,Sugar Loaf Dağı,Activity
919,Tijuca Ormanı ve Vista Chinesa,Activity
920,Pepe Plajı,Activity
921,Sao Conrado Plajı,Activity
922,Leblon Plajı,Activity
923,Iguazú Şelaleleri Milli Parkı,Activity
924,Plaza de Mayo - Buenos Aires,Activity
925,San Telmo Semti,Activity
926,La Boca Semti,Activity
927,Palermo,Activity
928,Tigre Delta Tekne Gezisi,Activity
929,Foz do Iguaçu,City
930,Burgonya Gezisi,Trip
931,Beaune,City
932,Auberge de la Madone - Fleurie,Restaurant
933,Hospices de Beaune (Hôtel-Dieu),Activity
934,Saint-Martin de l’Aigue Kilisesi,Activity
935,Saint-Baudèle Kilisesi,Activity
936,Saint-Flocel Kilisesi,Activity
937,Notre-Dame Kilisesi - Beaune,Activity
938,Sainte-Madeleine Kilisesi,Activity
939,Musée du Vin de Bourgogne,Activity
940,Musée des Beaux-Arts - Beaune,Activity
941,Palais des ducs de Bourgogne - Dijon,Activity
942,Musée des Beaux-Arts - Dijon,Activity
943,Saint-Michel Kilisesi - Dijon,Activity
944,Saint-Philibert Kilisesi - Dijon,Activity
945,Notre-Dame Kilisesi - Dijon,Activity
946,Saint-Bénigne Katedrali - Dijon,Activity
947,Rue de la Liberté - Dijon,Activity
948,Beffroi Meydanı - Nuits-Saint-Georges,Activity
949,Église Saint-Symphorien - Nuits-Saint-Georges,Activity
950,Domaine Rion Armelle et Bernard - Şarap Tadımı,Activity
951,Abbaye Sainte-Marie-Madeleine - Vézelay,Activity
952,Colline Éternelle - Vézelay Şarap Tadımı,Activity
953,Benedictine Manastırı - Cluny,Activity
954,Musée d’Art et d’Archéologie - Cluny,Activity
955,Tour de Fromages - Cluny,Activity
956,Hôtel-Dieu - Cluny,Activity
957,Beaujolais Şarap Bağları - Fleurie,Activity
958,Dijon,City
959,Nuits-Saint-Georges,City
960,Vézelay,City
961,Cluny,City
962,Fleurie,City
963,San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),Trip
964,Hotel de Londres y de Inglaterra,Hotel
965,Hotel Villa Favorita,Hotel
966,Hotel Zenit Convento San Martín,Hotel
967,Elkano Restoran - Getaria,Restaurant
968,Guggenheim Müzesi Restoranı - Bilbao,Restaurant
969,Parte Vieja - San Sebastián,Activity
970,Kursaal Oditoryumu - San Sebastián,Activity
971,Igueldo Tepesi - San Sebastián,Activity
972,La Bretxa Food Market - San Sebastián,Activity
973,La Concha Plajı - San Sebastián,Activity
974,Getaria Balıkçı Köyü,Activity
975,Gaztetape Plajı - Getaria,Activity
976,Malkorbe Plajı - Getaria,Activity
977,Cristóbal Balenciaga Museoa - Getaria,Activity
978,Saint-Jean-de-Luz Plajları,Activity
979,Rue Mazarin - Saint-Jean-de-Luz,Activity
980,Quai de l’Infante - Saint-Jean-de-Luz,Activity
981,Sanat Galerileri - Saint-Jean-de-Luz,Activity
982,Biarritz Şehir Turu,Activity
983,Bilbao Şehir Turu,Activity
984,Getaria,City
985,Cape Town Gezisi,Trip
986,One&Only Cape Town,Hotel
987,Nobu - One&Only Cape Town,Restaurant
988,Aubergine Restaurant,Restaurant
989,Buitenverwachting Restaurant,Restaurant
990,Harbour House Restaurant - Kalk Bay,Restaurant
991,Delaire Graff Indochine Restaurant,Restaurant
992,Masa Dağı (Table Mountain),Activity
993,V&A Waterfront,Activity
994,Ümit Burnu Kalesi,Activity
995,Cape Town Belediye Binası,Activity
996,Bo-Kaap Mahallesi,Activity
997,Cape Point,Activity
998,Chapman’s Peak Drive,Activity
999,Hout Bay & Seal Island,Activity
1000,Boulders Beach - Penguenler,Activity
1001,Camps Bay Plajı,Activity
1002,Stellenbosch Vadisi Şarap Bağları,Activity
1003,Franschhoek,Activity
1004,Iziko Güney Afrika Müzesi ve Planetaryum,Activity
1005,Lapland Rovaniemi Gezisi,Trip
1006,Finlandiya,Country
1007,Rovaniemi,City
1008,Arctic TreeHouse Hotel,Hotel
1009,Santa’s Igloos Arctic Circle,Hotel
1010,Rakas Restaurant & Bar,Restaurant
1011,MonteRosa Restaurant,Restaurant
1012,Gustav Kitchen & Bar,Restaurant
1013,Glass Restaurant - Santa Claus Village,Restaurant
1014,Arctic Restaurant,Restaurant
1015,Ice Restaurant,Restaurant
1016,Kota Restaurant,Restaurant
1017,Husky Safari,Activity
1018,Snowmobile Safari,Activity
1019,Reindeer Safari,Activity
1020,Aurora Borealis Macerası,Activity
1021,Santa Claus Village Gezisi,Activity
1022,Kar Bisikleti Turu,Activity
1023,Kar Ayakkabısı Yürüyüşü,Activity
1024,Kicksled Deneyimi,Activity
1025,Kızaklı Sandalye,Activity
1026,Cam Igloo Deneyimi,Activity
1027,Kenya & Rwanda Safari Gezisi,Trip
1028,Kenya,Country
1029,Nairobi,City
1030,Four Points by Sheraton JKIA,Hotel
1031,Sanctuary Olonana,Hotel
1032,Bisate Lodge,Hotel
1033,Masai Mara Safari,Activity
1034,Game Drives - Masai Mara,Activity
1035,Volcanoes National Park Gorilla Trekking,Activity
1036,Kigali Şehir Turu,Activity
1037,Masai Mara,City
1038,Kigali,City
1039,Volcanoes National Park,City
1040,Ruanda,Country
1041,Lizbon Seyahat Programı - SAHA,Trip
1042,Lizbon,City
1043,"Bairro Alto Hotel, Praça Luís de Camões, 2 1200",Hotel
1044,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759),Activity
1045,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman",Activity
1046,Sicilya & Malta Gezisi,Trip
1047,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,Hotel
1048,Osteria Rosso Divino (Taormina),Restaurant
1049,Regina Lucia Ristorante (Siracusa),Restaurant
1050,İstanbul – Katanya uçuşu TK 1395,Activity
1051,Taormina şehir turu,Activity
1052,Savoca köyü gezisi,Activity
1053,Etna Yanardağı gezisi,Activity
1054,Siracusa ve Noto ziyaretleri,Activity
1055,Modica ve Ragusa turları,Activity
1056,Valletta şehir turu,Activity
1057,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",Activity
1058,Mdina şehir turu,Activity
1059,Etna,City
1060,Modica,City
1061,Valletta,City
1062,Senglea,City
1063,Vittoriosa,City
1064,Cospicua,City
1065,Mdina,City
1066,Malta,Country
1067,Vietnam & Kamboçya Gezisi,Trip
1068,Vietnam,Country
1069,Hanoi,City
1070,Sofitel Legend Metropole (Hanoi),Hotel
1071,Violet Cruise (Ha Long Körfezi),Hotel
1072,"Otel (Ho Chi Minh, ismi belirtilmemiş)",Hotel
1073,"Otel (Siem Reap, ismi belirtilmemiş)",Hotel
1074,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",Restaurant
1075,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,Restaurant
1076,Mekong Deltası – nehir kenarında restoran,Restaurant
1077,Yerel aile evi – çay ve taze meyve ikramı,Restaurant
1078,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",Activity
1079,Hanoi’de pedallı taksi (rikşov) gezisi,Activity
1080,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,Activity
1081,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",Activity
1082,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",Activity
1083,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",Activity
1084,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",Activity
1085,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",Activity
1086,Ha Long,City
1087,Ho Chi Minh (Saygon),City
1088,Mekong Deltası,City
1089,Siem Reap,City
1090,Phnom Penh,City
1091,Kamboçya,Country
1092,Kenya Safari Gezisi - Şule Zorlu,Trip
1093,Giraffe Manor,Hotel
1094,Sala’s Camp,Hotel
1095,The Retreat (günübirlik kullanım),Hotel
1096,"The Retreat (kahvaltı, öğle yemeği)",Restaurant
1097,Giraffe Manor (kahvaltı & ikindi çayı),Restaurant
1098,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,Activity
1099,Masai Mara’da safari ve game drive aktiviteleri,Activity
1100,Sala’s Camp konaklamasında vahşi yaşam deneyimleri,Activity
1101,Sanctuary Olonana’da doğa aktiviteleri ve safari,Activity
1102,"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",Trip
1103,Ferrari Müzesi ziyareti ve test sürüşü,Activity
1104,Balsamik sirke tadımı ve üretici ziyareti,Activity
1105,Parmesan peyniri tadımı,Activity
1106,Lamborghini Müzesi gezisi,Activity
1107,Floransa şehir turu (Piazza Della Signoria ve diğer yapılar),Activity
1108,Toskana’da şarap bağları ve bölgesel geziler,Activity
1109,Forte dei Marmi sahil tatili,Activity
1110,Toskana,City
1111,Forte dei Marmi,City
1112,"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",Trip
1113,Çekya,Country
1114,Prag,City
1115,"Kampa Park Restaurant (Na Kampě 8b, Prag)",Restaurant
1116,"Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol",Activity
1117,Karlovy Vary gezisi,Activity
1118,Cesky Krumlov şehir turu,Activity
1119,Karlovy Vary,City
1120,Cesky Krumlov,City
1121,Endülüs Gezisi - Berrin Zorlu,Trip
1122,Malaga,City
1123,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)",Activity
1124,Elhamra Sarayı gezisi,Activity
1125,Cordoba turu,Activity
1126,Ronda gezisi,Activity
1127,Sevilla şehir turu,Activity
1128,Cordoba,City
1129,Ürdün Gezisi - Berrin Zorlu,Trip
1130,Ürdün,Country
1131,Amman,City
1132,Amman şehir turu,Activity
1133,Mount Nebo ve Madaba ziyareti,Activity
1134,Petra Antik Kenti gezisi,Activity
1135,Wadi Rum çöl safarisi,Activity
1136,Dead Sea’de konaklama ve dinlenme,Activity
1137,Mount Nebo,City
1138,Madaba,City
1139,Petra,City
1140,Wadi Rum,City
1141,Dead Sea,City
1142,BAE Gezisi - Fuat Pamukçu,Trip
1143,Abu Dhabi,City
1144,"The St. Regis Saadiyat Island Resort, Abu Dhabi",Hotel
1145,The Ritz Carlton Ras Al Khaimah,Hotel
1146,"Address Dubai Mall, Dubai",Hotel
1147,Hakkasan Abu Dhabi,Restaurant
1148,Ula Beach RAK,Restaurant
1149,The Guild Dubai,Restaurant
1150,WHITE Beach Dubai,Restaurant
1151,Estiatorio Milos Dubai,Restaurant
1152,The MAINE Oyster Bar & Grill JBR,Restaurant
1153,La Cantine Beach,Restaurant
1154,The Restaurant at Address Dubai Mall,Restaurant
1155,Sunset Electric Dragon Boat Experience - Jubail Mangrove Park,Activity
1156,Ferrari World Abu Dhabi – Driving Experience,Activity
1157,"Louvre Museum, Abu Dhabi",Activity
1158,Çöl Safarisi,Activity
1159,Çölde Akşam Yemeği,Activity
1160,Dubai Autodrome Circuit,Activity
1161,New Year's Eve Celebration - The Restaurant at Address Dubai Mall,Activity
1162,Ras Al Khaimah,City
1163,Peru Gezisi - Seda Soğancıoğlu,Trip
1164,Peru,Country
1165,Lima,City
1166,Belmond Miraflores Park (Lima),Hotel
1167,Lima şehir turu (Plaza Mayor ve tarihi merkez),Activity
1168,Cusco turu,Activity
1169,Sacred Valley gezisi,Activity
1170,Machu Picchu ziyareti,Activity
1171,Cusco,City
1172,Sacred Valley,City
1173,Machu Picchu,City
1174,USA Gezisi - Selen Zorlu,Trip
1175,Amerika Birleşik Devletleri,Country
1176,New York,City
1177,Central Park ziyareti,Activity
1178,New York şehir turu (müze ve meydanlar),Activity
1179,Kültürel ve alışveriş aktiviteleri,Activity
1180,Hindistan Gezisi - Berrin Zorlu,Trip
1181,Varanasi’de Ganj Nehri kıyısında Aarti töreni,Activity
1182,Jaipur şehir turu,Activity
1183,Udaipur göl gezileri ve saray ziyareti,Activity
1184,Delhi şehir turu,Activity
1185,Mısır Gezisi - Hakan Ateş,Trip
1186,"Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)",Activity
1187,Sfenks ziyareti,Activity
1188,Kahire şehir gezisi,Activity
1189,Provence Gezisi - Olgun Zorlu,Trip
1190,Marsilya,City
1191,Gordes ve Roussillon köy gezileri,Activity
1192,Sanat atölyeleri ve butik mağazalar,Activity
1193,Provence manzaraları ve şato ziyareti,Activity
1194,Toskana Gezisi - Selen Zorlu,Trip
1195,San Casciano Val di Pesa kasabası ziyareti,Activity
1196,Floransa çevresinde geziler,Activity
1197,Chianti bölgesinde üzüm bağları ve köyler,Activity
1198,San Casciano Val di Pesa,City
1199,Güney Afrika Gezisi - Tanju Kaya,Trip
1200,Johannesburg,City
1201,Sabi Sabi Little Bush Camp,Hotel
1202,The Table Bay,Hotel
1203,Sabi Sabi’de sabah ve akşam safari turları,Activity
1204,Cape Town V&A Waterfront gezisi,Activity
1205,Cape Town şehir turu ve çevre gezileri,Activity
1206,Sabi Sand,City
1207,Kruger,City
1208,Tayland & Vietnam Gezisi,Trip
1209,"Mandarin Oriental, Bangkok",Hotel
1210,"Anantara Golden Triangle, Chiang Rai",Hotel
1211,The Market Restaurant (Vietnam),Restaurant
1212,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi,Activity
1213,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi",Activity
1214,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu",Activity
1215,Tra Que Organic Village bisiklet turu,Activity
1216,The Market Restaurant’ta Vietnam yemek kursu,Activity
1217,Danang,City
1218,Saigon,City
1219,Tayland & Endonezya Gezisi,Trip
1220,Phuket,City
1221,The Surin Phuket,Hotel
1222,"Beach Restaurant, The Surin (Phuket)",Restaurant
1223,Phuket’te Big Buddha ziyareti,Activity
1224,Phuket Tarihi Kent Gezisi,Activity
1225,Bangkok şehir turu,Activity
1226,Bali’de tapınak ziyaretleri ve sahil aktiviteleri,Activity
1227,Tayland Gezi Önerileri,Trip
1228,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti,Activity
1229,Wat Pho (Yatan Buda Tapınağı) gezisi,Activity
1230,Wat Arun (Şafak Tapınağı) ziyareti,Activity
1231,Thonburi Kanalları tekne turu,Activity
1232,Phuket ada ve sahil aktiviteleri,Activity
1233,Toskana Gezisi - Bayram Programı,Trip
1234,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)",Activity
1235,The Mall Firenze outlet gezisi,Activity
1236,Siena şehir turu,Activity
1237,Montepulciano şarap bağları ve kasaba gezisi,Activity
1238,San Gimignano kasabası gezisi,Activity
1239,Montepulciano,City
1240,Borgo Santo Pietro,Hotel
1241,Montepulciano şarap bağları turu,Activity
1242,Pienza kasabası ziyareti,Activity
1243,Montalcino’da şarap tadımı,Activity
1244,San Gimignano gezisi,Activity
1245,Pienza,City
1246,Montalcino,City
1247,Toskana Bağ Bozumu Programı,Trip
1248,COMO Castello del Nero,Hotel
1249,Rosewood Castiglion del Bosco,Hotel
1250,Bağ bozumu deneyimi,Activity
1251,Şarap tadımları,Activity
1252,Toskana kasabaları ve doğa gezileri,Activity
1253,Toskana kırsalı,City
1254,Ho Chi Minh,City
1255,Hotel des Arts Saigon,Hotel
1256,Raffles Hotel Le Royal,Hotel
1257,Belmond La Résidence d’Angkor,Hotel
1258,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",Activity
1259,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,Activity
1260,Vespa ile gece turu ve Banh Xeo tadımı,Activity
1261,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı",Activity
1262,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze",Activity
1263,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri",Activity
1264,Vietnam Gezisi,Trip
1265,Hanoi By Night turu,Activity
1266,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı",Activity
1267,Nha Trang sahil tatili ve dinlenme,Activity
1268,Saigon şehir turu,Activity
1269,Nha Trang,City
1270,Vietnam & Bangkok Gezisi - Gökhan Mendi,Trip
1271,Bhaya Cruise (Lan Ha Bay / Ha Long),Hotel
1272,May de Cuisine Restaurant (Hanoi),Restaurant
1273,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",Activity
1274,Westlake bölgesi turu (vintage jeep ile),Activity
1275,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,Activity
1276,Thien Canh Son Cave ziyareti,Activity
1277,Bangkok şehir turu ve alışveriş aktiviteleri,Activity
1278,Ha Long (Lan Ha Bay),City
1279,Volvo EX90 Basın Seyahati - Los Angeles,Trip
1280,Los Angeles,City
1281,The Resort at Pelican Hill,Hotel
1282,Nobu Los Angeles,Restaurant
1283,Volvo EX90 sunumu ve sürüş deneyimi,Activity
1284,Callaway Winery ziyareti ve şarap tadımı,Activity
1285,Volvo etkinlikleri,Activity
1286,Newport Beach,City
1287,Ürdün Gezisi,Trip
1288,Marakeş 21-25 Haziran 2023,Trip
1289,Fas,Country
1290,Marrakech,City
1291,Marakeş şehir gezisi,Activity
1292,Yves Saint Laurent Müzesi ziyareti,Activity
1293,Jardin Majorelle Bahçeleri gezisi,Activity
1294,Ali ibn Yusuf Medresesi ziyareti,Activity
1295,Fes,City
1296,Havana - Cancun 8-19 Temmuz 2022,Trip
1297,Küba,Country
1298,Havana,City
1299,Hotel Manzana Kempinski,Hotel
1300,Floridita,Restaurant
1301,Rancho San Vicente,Restaurant
1302,Havana şehir turu,Activity
1303,"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi",Activity
1304,Floridita’da öğle yemeği ve daiquiri kokteyl tadımı,Activity
1305,Jose Fuster’in sanat mahallesi ziyareti,Activity
1306,Hamel Sokağı ziyareti,Activity
1307,Rancho San Vicente restoranda öğle yemeği,Activity
1308,Devrim Müzesi ziyareti,Activity
1309,Hemingway’in La Finca evi ziyareti,Activity
1310,Che Guevara’nın evi ziyareti,Activity
1311,"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti",Activity
1312,1950’lerden kalma Amerikan arabaları ile Havana turu,Activity
1313,Prado Caddesi ziyareti,Activity
1314,Vinales,City
1315,Cancun,City
1316,Japonya 12 - 21 Ekim 2024,Trip
1317,Hotel Tokyo Deluxe Double,Hotel
1318,Garrya Nijo Castle Kyoto,Hotel
1319,Tokyo şehir turu,Activity
1320,Mori Sanat Müzesi ve Sky Deck ziyareti,Activity
1321,Ashinoko Gölü tekne turu,Activity
1322,Hakone Açık Hava Müzesi ziyareti,Activity
1323,Picasso Pavilion sergisi,Activity
1324,Arashiyama bölgesi ziyareti,Activity
1325,Todai-ji Tapınağı ziyareti,Activity
1326,TeamLab Borderless ziyareti,Activity
1327,Osaka Kalesi ziyareti,Activity
1328,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi,Activity
1329,Kobe,City
1330,Osaka,City
1331,Güney Afrika 14-21 Kasım 2018,Trip
1332,Sabi Sabi Game Reserve Lodge,Hotel
1333,Hotel Luxury King Mountain Room,Hotel
1334,Sabah ve akşam safarileri (Sabi Sand Game Reserve),Activity
1335,Soweto gezisi ve Nelson Mandela’nın Evi ziyareti,Activity
1336,Hector Pieterson Müzesi ziyareti,Activity
1337,Nelson Mandela Meydanı gezisi,Activity
1338,Cape Town şehir turu,Activity
1339,Stellenbosch şarap bağları gezisi,Activity
1340,Soweto,City
1341,Hindistan 2024 Maide Cebi,Trip
1342,Humayun’un Türbesi ziyareti,Activity
1343,Jaipur City Palace gezisi,Activity
1344,Amber Kalesi ziyareti,Activity
1345,Ranthambore Milli Parkı’nda jeep safari,Activity
1346,Bishnoi köyü safari gezisi,Activity
1347,Udaipur City Palace ve göl çevresi gezisi,Activity
1348,Bundi Palace ve Chitra Shala gezisi,Activity
1349,Ranakpur Jain Tapınakları ziyareti,Activity
1350,Jodhpur Mehrangarh Kalesi gezisi,Activity
1351,Elephanta Adası ve Trimurti heykeli ziyareti,Activity
1352,Mumbai şehir turu,Activity
1353,Ranthambore,City
1354,Jodhpur,City
1355,Mumbai,City
1356,Küba Gezisi 2022,Trip
1357,La Canchanchara,Restaurant
1358,"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)",Activity
1359,Küba sokaklarında klasik Amerikan arabalarıyla gezi,Activity
1360,"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)",Activity
1361,Trinidad gezisi ve La Canchanchara Bar ziyareti,Activity
1362,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti,Activity
1363,Vinales tütün tarlaları ve çiftlik ziyareti,Activity
1364,Cienfuegos,City
1365,Trinidad,City
1366,Santa Clara,City
1367,Kolombiya - Peru 2024,Trip
1368,Kolombiya,Country
1369,Bogotá,City
1370,Bogotá şehir turu,Activity
1371,Cartagena eski şehir gezisi,Activity
1372,Lima şehir turu,Activity
1373,Cusco şehir turu,Activity
1374,Machu Picchu gezisi,Activity
1375,Cartagena,City
1376,Frieze London 2023,Trip
1377,İngiltere,Country
1378,Londra,City
1379,The Biltmore Mayfair Hotel,Hotel
1380,Frieze Sculpture Park ziyareti,Activity
1381,Hayward Gallery ziyareti,Activity
1382,Frieze London fuarı gezisi,Activity
1383,Gamze Çuhadaroglu PROVENCE 2022,Trip
1384,Château La Coste,Restaurant
1385,Roussillon ve Gordes gezisi,Activity
1386,Arles şehir gezisi,Activity
1387,Arles Luma Müzesi ziyareti,Activity
1388,Mirabeau Caddesi’nde gezinti,Activity
1389,Château La Coste şarap evi ve bahçeleri ziyareti,Activity
1390,Aix-en-Provence,City
1391,MAP Venedik Bienali 2022,Trip
1392,Hotel Bauer Palazzo,Hotel
1393,La Caravella,Restaurant
1394,Ai Weiwei sergisi,Activity
1395,Giardini ana sergi turu,Activity
1396,Venedik Bienali ülke pavyonları turu,Activity
1397,Arsenale ana sergi turu,Activity
